	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
KCTD12	1.77736616598781e-22	0.429293511774535	0.629	0.444	2.68009044169302e-18	MARCO+ Macrophages	KCTD12
SIGLEC1	2.30027382812476e-22	0.341934122760441	0.331	0.157	3.46858290542933e-18	MARCO+ Macrophages	SIGLEC1
ABCA6	2.51241069683059e-22	0.336147522416268	0.26	0.105	3.78846408975084e-18	MARCO+ Macrophages	ABCA6
CD99	8.88992272495519e-22	0.519842741947167	0.642	0.513	1.34051144769599e-17	MARCO+ Macrophages	CD99
IFI16	9.64556108118699e-22	0.437910957051001	0.51	0.332	1.45445415543219e-17	MARCO+ Macrophages	IFI16
MT-ND5	2.1261550923764e-21	0.422871523444818	0.952	0.887	3.20602926379437e-17	MARCO+ Macrophages	MT-ND5
MYLIP	5.23913243331266e-20	0.420102187560853	0.392	0.215	7.90008779619216e-16	MARCO+ Macrophages	MYLIP
WWP1	7.84195222057487e-20	0.391205492520228	0.391	0.225	1.18248797534048e-15	MARCO+ Macrophages	WWP1
MS4A4A	1.22859087253759e-19	0.42871557530494	0.537	0.363	1.85259217669943e-15	MARCO+ Macrophages	MS4A4A
S100A6	2.09305437625774e-19	0.744310066611181	0.94	0.93	3.15611669395904e-15	MARCO+ Macrophages	S100A6
WSB1	3.08467218635468e-19	0.459286272405583	0.656	0.499	4.65137718980423e-15	MARCO+ Macrophages	WSB1
IFI27	4.80595927007058e-19	0.699211958662173	0.484	0.322	7.24690598333943e-15	MARCO+ Macrophages	IFI27
ZFAND5	5.20910908666568e-19	0.439195201092641	0.681	0.559	7.85481559178318e-15	MARCO+ Macrophages	ZFAND5
MAN1A1	5.27624789946766e-19	0.518878628283977	0.467	0.31	7.95605420760728e-15	MARCO+ Macrophages	MAN1A1
EMB	1.21266950542158e-18	0.427083434041725	0.503	0.342	1.82858434722519e-14	MARCO+ Macrophages	EMB
SLC20A1	1.47763317981072e-18	0.405014040216406	0.419	0.248	2.22812307183658e-14	MARCO+ Macrophages	SLC20A1
LGMN	1.52858030572092e-18	0.396767625863801	0.85	0.687	2.30494624299658e-14	MARCO+ Macrophages	LGMN
PYCARD	2.56779900538904e-18	0.35137657709542	0.472	0.306	3.87198412022613e-14	MARCO+ Macrophages	PYCARD
IRF2BP2	3.89017745419817e-18	0.366335807470121	0.531	0.36	5.86599858318542e-14	MARCO+ Macrophages	IRF2BP2
SNX6	4.22521416004313e-18	0.399112672537343	0.504	0.349	6.37120043192904e-14	MARCO+ Macrophages	SNX6
BHLHE40	4.9475276626471e-18	0.494139525523616	0.5	0.348	7.46037696250556e-14	MARCO+ Macrophages	BHLHE40
C1QC	6.83553570933332e-18	0.41511916640234	0.895	0.82	1.03073042961037e-13	MARCO+ Macrophages	C1QC
CCL2	8.6737303130308e-18	0.589678933975001	0.256	0.117	1.30791179390191e-13	MARCO+ Macrophages	CCL2
HMGB1	2.48344420130332e-17	0.333567577368452	0.825	0.739	3.74478551114528e-13	MARCO+ Macrophages	HMGB1
HNRNPDL	2.6797210829758e-17	0.357286230535512	0.519	0.354	4.0407514210192e-13	MARCO+ Macrophages	HNRNPDL
HNMT	4.50255647193034e-17	0.315897656381447	0.409	0.25	6.78940490402375e-13	MARCO+ Macrophages	HNMT
KRT10	6.10150233824413e-17	0.491193356914468	0.663	0.516	9.20045537583832e-13	MARCO+ Macrophages	KRT10
TRA2B	6.33068318899216e-17	0.486069726772984	0.575	0.447	9.54603718068127e-13	MARCO+ Macrophages	TRA2B
MT-ND1	6.63664701156616e-17	0.346915217887878	0.993	0.97	1.00074000287406e-12	MARCO+ Macrophages	MT-ND1
GAS6	7.8226833154565e-17	0.37566567845986	0.389	0.239	1.17958241713769e-12	MARCO+ Macrophages	GAS6
MT-CYB	9.10609002169537e-17	0.304762678015485	0.997	0.988	1.37310731437144e-12	MARCO+ Macrophages	MT-CYB
STAB1	1.14794749906969e-16	0.421343919049513	0.546	0.387	1.73099003384718e-12	MARCO+ Macrophages	STAB1
CCNL1	1.25114981917001e-16	0.450361197432027	0.561	0.426	1.88660881232646e-12	MARCO+ Macrophages	CCNL1
MT-ATP6	1.345064897497e-16	0.303736529316349	0.999	0.995	2.02822335893573e-12	MARCO+ Macrophages	MT-ATP6
CYBB	1.61710769855471e-16	0.410734932892435	0.704	0.589	2.43843669865065e-12	MARCO+ Macrophages	CYBB
TYROBP	1.91219912105156e-16	0.313053268313015	0.976	0.962	2.88340505463366e-12	MARCO+ Macrophages	TYROBP
S100A7	2.91656838351224e-16	0.411887600842419	0.719	0.589	4.39789346549811e-12	MARCO+ Macrophages	S100A7
PTMS	5.40122356987514e-16	0.354328598603751	0.481	0.332	8.14450502101472e-12	MARCO+ Macrophages	PTMS
CD209	2.30603668609055e-15	0.319126609479973	0.425	0.269	3.47727271895595e-11	MARCO+ Macrophages	CD209
HSPA8	3.85296890353927e-15	0.366116599959762	0.969	0.899	5.80989180964687e-11	MARCO+ Macrophages	HSPA8
HSPH1	3.87830825357218e-15	0.604569491727495	0.961	0.927	5.84810101556149e-11	MARCO+ Macrophages	HSPH1
PFN1	5.92037321457125e-15	0.336965713245415	0.882	0.825	8.92733077025198e-11	MARCO+ Macrophages	PFN1
DUSP1	6.2785442761033e-15	0.775403556579901	0.838	0.819	9.46741691393617e-11	MARCO+ Macrophages	DUSP1
S100A8	1.37681511494827e-14	0.459609449259723	0.793	0.691	2.07609951183049e-10	MARCO+ Macrophages	S100A8
EEF1D	1.75811555000068e-14	0.291240456949991	0.817	0.736	2.65106243784603e-10	MARCO+ Macrophages	EEF1D
MT-ND2	2.68956763851725e-14	0.314371812170511	0.99	0.982	4.05559904212016e-10	MARCO+ Macrophages	MT-ND2
MSR1	4.32226934768809e-14	0.364563031144656	0.446	0.305	6.51754994937888e-10	MARCO+ Macrophages	MSR1
PEPD	7.30235641586886e-14	0.377827452693987	0.389	0.256	1.10112232394886e-09	MARCO+ Macrophages	PEPD
GNAI2	1.0181911023388e-13	0.329404338814629	0.805	0.73	1.53533036321668e-09	MARCO+ Macrophages	GNAI2
IRS2	1.46857555981031e-13	0.278409492332019	0.269	0.144	2.21446508663796e-09	MARCO+ Macrophages	IRS2
RBPJ	1.54700832023405e-13	0.416550814828694	0.476	0.363	2.33273384608092e-09	MARCO+ Macrophages	RBPJ
NCF4	2.45351418088763e-13	0.283767137734452	0.373	0.235	3.69965403336045e-09	MARCO+ Macrophages	NCF4
FYB1	3.37343629641229e-13	0.339045517539275	0.525	0.397	5.08680459136009e-09	MARCO+ Macrophages	FYB1
BLVRA	4.15454582078896e-13	0.291672919169746	0.353	0.223	6.26463964316767e-09	MARCO+ Macrophages	BLVRA
MID1IP1	4.61960865684198e-13	0.277159214897941	0.323	0.189	6.96590789365203e-09	MARCO+ Macrophages	MID1IP1
ARHGDIB	4.72459942546591e-13	0.339809158356148	0.516	0.39	7.12422347366005e-09	MARCO+ Macrophages	ARHGDIB
AMD1	5.29221796049403e-13	0.396813938405591	0.576	0.458	7.98013546262895e-09	MARCO+ Macrophages	AMD1
SERPINH1	5.37932956251604e-13	0.436944849194677	0.34	0.213	8.11149104731793e-09	MARCO+ Macrophages	SERPINH1
SGK1	1.00774660085385e-12	0.423116134945267	0.769	0.64	1.51958109942752e-08	MARCO+ Macrophages	SGK1
PPIA	1.01344293811135e-12	0.283014957970066	0.882	0.849	1.52817060637811e-08	MARCO+ Macrophages	PPIA
IFRD1	1.74799415839484e-12	0.280466605458395	0.352	0.215	2.63580039144358e-08	MARCO+ Macrophages	IFRD1
FUS	2.18639099298225e-12	0.423975142836516	0.569	0.448	3.29685897831793e-08	MARCO+ Macrophages	FUS
CAPZA2	2.44659821451457e-12	0.305781355197838	0.47	0.344	3.68922544766652e-08	MARCO+ Macrophages	CAPZA2
MT-ND4	2.85403275098813e-12	0.262226122306012	0.997	0.995	4.303595985215e-08	MARCO+ Macrophages	MT-ND4
MBNL1	5.1763696735529e-12	0.298883186550516	0.578	0.462	7.80544783075042e-08	MARCO+ Macrophages	MBNL1
RAP2B	1.08595116051135e-11	0.3165529637439	0.46	0.329	1.63750575493507e-07	MARCO+ Macrophages	RAP2B
CD14	1.20374867475136e-11	0.36059986470123	0.62	0.501	1.81513262665758e-07	MARCO+ Macrophages	CD14
PPP1R10	1.23219887994689e-11	0.345704414312132	0.43	0.311	1.85803269107191e-07	MARCO+ Macrophages	PPP1R10
KRT14	1.72894256702591e-11	0.345301563754228	0.731	0.606	2.60707249681837e-07	MARCO+ Macrophages	KRT14
GPBP1	1.84355050323123e-11	0.338583364399636	0.701	0.628	2.77988980382237e-07	MARCO+ Macrophages	GPBP1
CRIP1	2.4247988468345e-11	0.796766985611916	0.675	0.606	3.65635418114174e-07	MARCO+ Macrophages	CRIP1
SH3BGRL	2.46199105974254e-11	0.293864587434294	0.657	0.565	3.71243631898578e-07	MARCO+ Macrophages	SH3BGRL
GABARAP	2.92194394173829e-11	0.26872454578609	0.847	0.813	4.40599926974716e-07	MARCO+ Macrophages	GABARAP
CSRNP1	3.3103606367487e-11	0.293122314346325	0.347	0.228	4.99169280415336e-07	MARCO+ Macrophages	CSRNP1
PPIG	4.22182714114493e-11	0.250088880793453	0.356	0.232	6.36609314613244e-07	MARCO+ Macrophages	PPIG
RASSF4	5.72212835095981e-11	0.260590487902372	0.34	0.22	8.62839734041229e-07	MARCO+ Macrophages	RASSF4
CSF1R	6.39647680191644e-11	0.297677466070948	0.478	0.358	9.6452473696098e-07	MARCO+ Macrophages	CSF1R
ZFAND2A	6.52161466272468e-11	0.360743096528541	0.34	0.226	9.83394274992254e-07	MARCO+ Macrophages	ZFAND2A
IFITM3	7.11880931496852e-11	0.32027945203696	0.657	0.56	1.0734452566041e-06	MARCO+ Macrophages	IFITM3
DDX5	7.16568339350672e-11	0.282265285531667	0.876	0.821	1.08051339890688e-06	MARCO+ Macrophages	DDX5
NUCKS1	8.80617778311655e-11	0.30981770615291	0.478	0.364	1.32788354791614e-06	MARCO+ Macrophages	NUCKS1
ME1	1.14423563094864e-10	0.257234817002888	0.382	0.256	1.72539290790745e-06	MARCO+ Macrophages	ME1
KRT1	1.26260854817177e-10	0.37494267772141	0.476	0.353	1.90388742978821e-06	MARCO+ Macrophages	KRT1
AHNAK	1.29230577827328e-10	0.470800843681303	0.795	0.752	1.94866788305828e-06	MARCO+ Macrophages	AHNAK
TPM3	1.36675502930095e-10	0.270072692057304	0.856	0.804	2.06092990868291e-06	MARCO+ Macrophages	TPM3
S100A10	2.71797239737179e-10	0.694907894535223	0.91	0.898	4.09843057799693e-06	MARCO+ Macrophages	S100A10
HERPUD1	3.08150343771661e-10	0.395785549905789	0.621	0.508	4.64659903373287e-06	MARCO+ Macrophages	HERPUD1
ARPC3	4.22810359480028e-10	0.268971799543071	0.793	0.731	6.37555741059935e-06	MARCO+ Macrophages	ARPC3
CIRBP	6.73425592478174e-10	0.261618243476267	0.446	0.332	1.01545845089784e-05	MARCO+ Macrophages	CIRBP
TSPO	1.10510748307741e-09	0.28454013073913	0.576	0.479	1.66639157373243e-05	MARCO+ Macrophages	TSPO
CCL181	1.9275942683082e-09	0.351613531261642	0.484	0.337	2.90661939718194e-05	MARCO+ Macrophages	CCL18
ATP5ME	5.93926994118065e-09	0.262254939261535	0.475	0.366	8.9558251443063e-05	MARCO+ Macrophages	ATP5ME
S100A9	3.75881740936902e-07	0.303175336125379	0.873	0.822	0.00566792077158755	MARCO+ Macrophages	S100A9
SNHG5	5.92657603213757e-07	0.25404178623527	0.627	0.557	0.00893668399886024	MARCO+ Macrophages	SNHG5
EIF4A2	9.02654003114009e-07	0.274319192166285	0.512	0.446	0.0136111197129561	MARCO+ Macrophages	EIF4A2
DPYSL2	1.08158449891108e-06	0.253323963226597	0.457	0.368	0.0163092126590802	MARCO+ Macrophages	DPYSL2
JMJD1C	1.51180452971624e-06	0.386908635368669	0.614	0.563	0.0227965005035912	MARCO+ Macrophages	JMJD1C
AC020916.1	4.65180895395581e-06	0.286575817825009	0.431	0.362	0.0701446272166997	MARCO+ Macrophages	AC020916.1
LGALS1	6.93195006043995e-06	0.331167911723314	0.88	0.864	0.104526874961374	MARCO+ Macrophages	LGALS1
NDUFA4	9.60568374878443e-06	0.267957062976536	0.518	0.469	0.14484410524792	MARCO+ Macrophages	NDUFA4
TAGLN2	1.6138602484575e-05	0.252994901878353	0.72	0.688	0.243353986864907	MARCO+ Macrophages	TAGLN2
BRD2	2.42678139864444e-05	0.266230990068293	0.499	0.445	0.365934367101595	MARCO+ Macrophages	BRD2
MIDN	6.80177499418147e-05	0.27384713522777	0.536	0.497	1	MARCO+ Macrophages	MIDN
HSP90AA1	0.000310526243406865	0.338149815117879	1	0.997	1	MARCO+ Macrophages	HSP90AA1
SOX4	0.00366346906094942	0.281343252070817	0.271	0.219	1	MARCO+ Macrophages	SOX4
IL1B	3.68212248204506e-198	3.591842443275	0.9	0.373	5.55227249067575e-194	IL1A+ M1 Macrophages	IL1B
CXCL8	5.63081126454977e-176	2.05480351638965	0.992	0.836	8.4907003058146e-172	IL1A+ M1 Macrophages	CXCL8
CCL3	5.26828313902424e-173	3.08119553052436	0.902	0.5	7.94404414533466e-169	IL1A+ M1 Macrophages	CCL3
CCL3L1	6.94828746139183e-165	3.48805311495077	0.83	0.318	1.04773226630327e-160	IL1A+ M1 Macrophages	CCL3L1
CCL4	3.3814456765473e-153	3.13893790606367	0.848	0.4	5.09888193566567e-149	IL1A+ M1 Macrophages	CCL4
PTGS2	3.14587309040025e-132	2.17672088780679	0.775	0.305	4.74366203301454e-128	IL1A+ M1 Macrophages	PTGS2
MIR155HG	2.4401753638954e-130	1.65934745453371	0.744	0.256	3.67954043121787e-126	IL1A+ M1 Macrophages	MIR155HG
BCL2A1	2.94991745629724e-128	1.50091944194014	0.9	0.465	4.4481805323506e-124	IL1A+ M1 Macrophages	BCL2A1
CXCL3	2.88551988150356e-126	2.04229788408797	0.964	0.801	4.35107542931921e-122	IL1A+ M1 Macrophages	CXCL3
SOD2	2.69665702616721e-124	1.05258051268223	1	0.977	4.06628912975753e-120	IL1A+ M1 Macrophages	SOD2
IER3	6.41581828932203e-122	1.19006129605664	0.995	0.881	9.6744123984687e-118	IL1A+ M1 Macrophages	IER3
TNFAIP3	2.51225819389454e-121	1.44952579654012	0.948	0.63	3.78823413057358e-117	IL1A+ M1 Macrophages	TNFAIP3
CCL4L2	1.9261771137363e-110	3.1423232522858	0.633	0.194	2.90448246980297e-106	IL1A+ M1 Macrophages	CCL4L2
NFKBIA	6.05984389800304e-110	1.05847263567629	0.993	0.921	9.13763861379878e-106	IL1A+ M1 Macrophages	NFKBIA
TRAF1	8.64891931712962e-95	0.946567559091713	0.711	0.271	1.30417054382998e-90	IL1A+ M1 Macrophages	TRAF1
TNF	5.13587155761349e-88	1.83480601061283	0.48	0.112	7.74438072172539e-84	IL1A+ M1 Macrophages	TNF
EHD1	2.62771703095522e-86	0.916329453035768	0.674	0.265	3.96233451097737e-82	IL1A+ M1 Macrophages	EHD1
CCL20	1.21271199799211e-85	2.36221371283448	0.39	0.062	1.8286484217723e-81	IL1A+ M1 Macrophages	CCL20
CXCL2	2.82611976101284e-85	1.57279680308208	0.966	0.832	4.26150598763126e-81	IL1A+ M1 Macrophages	CXCL2
TNFAIP8	1.60932730402298e-81	0.937998851559665	0.831	0.485	2.42670464173626e-77	IL1A+ M1 Macrophages	TNFAIP8
EREG	2.57542864841646e-81	1.90867581078312	0.679	0.298	3.88348885894718e-77	IL1A+ M1 Macrophages	EREG
PLAUR	7.35807591369852e-79	0.912673282488541	0.948	0.759	1.1095242670266e-74	IL1A+ M1 Macrophages	PLAUR
IL10	5.3660291417977e-76	1.50575626657914	0.598	0.233	8.09143534291675e-72	IL1A+ M1 Macrophages	IL10
SERPINB9	2.12949048797778e-75	0.838865773898293	0.902	0.613	3.2110587068217e-71	IL1A+ M1 Macrophages	SERPINB9
PLEK	6.42512383473079e-73	0.963262533708097	0.939	0.788	9.68844423039056e-69	IL1A+ M1 Macrophages	PLEK
IL1A	1.10009573453001e-66	0.817419776740548	0.295	0.041	1.65883435809781e-62	IL1A+ M1 Macrophages	IL1A
NFKBIZ	4.45467648582293e-65	0.939611138969366	0.67	0.325	6.7172066729724e-61	IL1A+ M1 Macrophages	NFKBIZ
WTAP	1.83237216820482e-64	0.783137659485153	0.931	0.739	2.76303399243605e-60	IL1A+ M1 Macrophages	WTAP
IL6	1.40745336020837e-62	1.09107076848274	0.305	0.05	2.1222989218582e-58	IL1A+ M1 Macrophages	IL6
CD44	9.81617998883801e-62	0.806157158721136	0.974	0.902	1.48018178051688e-57	IL1A+ M1 Macrophages	CD44
BTG1	1.37101343102277e-55	0.730294777033064	0.985	0.917	2.06735115263923e-51	IL1A+ M1 Macrophages	BTG1
SRGN	4.59984886928321e-54	0.610010204294948	1	0.987	6.93611210999215e-50	IL1A+ M1 Macrophages	SRGN
NFKB1	1.17486613437982e-52	0.713400556391157	0.91	0.702	1.77158064403132e-48	IL1A+ M1 Macrophages	NFKB1
ICAM1	3.92619690341283e-52	0.989635159530775	0.803	0.596	5.92031231065621e-48	IL1A+ M1 Macrophages	ICAM1
INHBA	1.05061057600977e-51	1.63606062052393	0.433	0.15	1.58421568756513e-47	IL1A+ M1 Macrophages	INHBA
G0S2	2.4066492985571e-49	1.59413710805993	0.534	0.236	3.62898647729425e-45	IL1A+ M1 Macrophages	G0S2
CXCL1	1.58632354334439e-48	1.86526954377009	0.562	0.305	2.392017271009e-44	IL1A+ M1 Macrophages	CXCL1
BASP1	5.03423062149733e-44	0.821747903485176	0.757	0.522	7.59111635415582e-40	IL1A+ M1 Macrophages	BASP1
TNIP1	4.88194954954315e-43	0.488017532422293	0.513	0.23	7.36149172575611e-39	IL1A+ M1 Macrophages	TNIP1
PELI1	1.34432214246224e-42	0.677955000264597	0.674	0.414	2.0271033586188e-38	IL1A+ M1 Macrophages	PELI1
PNRC1	2.58493971195274e-41	0.585670236738612	0.977	0.912	3.89783059165354e-37	IL1A+ M1 Macrophages	PNRC1
TXN	5.28107230108537e-40	0.982993677554462	0.934	0.863	7.96332892280662e-36	IL1A+ M1 Macrophages	TXN
DRAM1	6.96510857614411e-40	0.497418863060138	0.477	0.207	1.05026872219677e-35	IL1A+ M1 Macrophages	DRAM1
MARCKS	8.02663301975369e-38	0.649306750866872	0.931	0.875	1.21033599304866e-33	IL1A+ M1 Macrophages	MARCKS
MAP4K4	3.42974867419873e-37	0.636778910085644	0.582	0.318	5.17171802582426e-33	IL1A+ M1 Macrophages	MAP4K4
NLRP3	5.49542802506903e-37	0.456442255714847	0.338	0.112	8.28655591900159e-33	IL1A+ M1 Macrophages	NLRP3
ISG20	6.27072366471208e-37	0.616363389577134	0.431	0.187	9.45562421401935e-33	IL1A+ M1 Macrophages	ISG20
AC016831.1	1.46676157685184e-35	0.51779547137442	0.444	0.196	2.21172978173489e-31	IL1A+ M1 Macrophages	AC016831.1
REL	3.03684118696099e-35	0.599364532003493	0.864	0.708	4.57925282581847e-31	IL1A+ M1 Macrophages	REL
CD40	3.1646574655512e-35	0.553670946605624	0.413	0.177	4.77198699230466e-31	IL1A+ M1 Macrophages	CD40
NINJ1	6.4609838560375e-35	0.62979935464058	0.793	0.608	9.74251755651895e-31	IL1A+ M1 Macrophages	NINJ1
CYTOR	2.9678938888897e-33	0.608483728681687	0.446	0.211	4.47528719505677e-29	IL1A+ M1 Macrophages	CYTOR
CCR7	5.2022096979269e-33	0.982583283484862	0.426	0.195	7.84441200350398e-29	IL1A+ M1 Macrophages	CCR7
PTPN11	5.37470539702647e-32	0.603141485976067	0.743	0.537	8.10451826817621e-28	IL1A+ M1 Macrophages	PTPN1
DUSP2	6.21304483623301e-32	0.63393222296096	0.515	0.275	9.36865030855576e-28	IL1A+ M1 Macrophages	DUSP2
CFLAR	7.5052760894113e-32	0.450157677770202	0.933	0.804	1.13172058152233e-27	IL1A+ M1 Macrophages	CFLAR
MAP3K8	1.10268322526324e-31	0.636986474843631	0.677	0.457	1.66273603537444e-27	IL1A+ M1 Macrophages	MAP3K8
C15orf481	1.86014396805961e-31	0.716321284250182	0.654	0.432	2.80491108943709e-27	IL1A+ M1 Macrophages	C15orf48
KMO	1.03851805936398e-30	0.452774873950301	0.431	0.203	1.56598138171495e-26	IL1A+ M1 Macrophages	KMO
TLR2	1.99757425332217e-29	0.423594739745809	0.5	0.258	3.01214221658449e-25	IL1A+ M1 Macrophages	TLR2
IL1RN	2.03434392676365e-28	0.977052468276496	0.554	0.337	3.0675872071669e-24	IL1A+ M1 Macrophages	IL1RN
SLAMF7	2.18813506038301e-28	0.595749680950433	0.405	0.188	3.29948885755154e-24	IL1A+ M1 Macrophages	SLAMF7
RAPGEF2	2.3399754563616e-28	0.445361900365123	0.39	0.177	3.52844899064765e-24	IL1A+ M1 Macrophages	RAPGEF2
ID2	1.52410263121409e-27	0.73438928408858	0.693	0.503	2.29819435760772e-23	IL1A+ M1 Macrophages	ID2
PIM3	1.56461511995332e-27	0.415193087851751	0.664	0.429	2.35928313937761e-23	IL1A+ M1 Macrophages	PIM3
SAT11	2.61010652803197e-26	0.452196779348792	0.998	0.997	3.9357796336194e-22	IL1A+ M1 Macrophages	SAT1
TNFAIP2	3.5441502824415e-26	0.678767079513084	0.677	0.512	5.34422421089353e-22	IL1A+ M1 Macrophages	TNFAIP2
PDE4B	4.3810716455799e-26	0.431257138352379	0.674	0.446	6.60621793436993e-22	IL1A+ M1 Macrophages	PDE4B
KYNU	8.31663275842416e-26	0.460783718663409	0.602	0.38	1.25406505364278e-21	IL1A+ M1 Macrophages	KYNU
RILPL2	1.04305763721406e-25	0.418021513069328	0.584	0.352	1.57282661115508e-21	IL1A+ M1 Macrophages	RILPL2
THAP2	1.96369188206356e-25	0.46937384688869	0.366	0.167	2.96105098896364e-21	IL1A+ M1 Macrophages	THAP2
GPAT31	2.26755970827025e-25	0.414228050382453	0.515	0.282	3.41925328410071e-21	IL1A+ M1 Macrophages	GPAT3
GRAMD1A	3.76801463919088e-25	0.364581505351366	0.382	0.182	5.68178927443593e-21	IL1A+ M1 Macrophages	GRAMD1A
ATP1A1	4.67752846776017e-25	0.485020115974276	0.721	0.525	7.05324517653556e-21	IL1A+ M1 Macrophages	ATP1A1
GPR132	5.27958135812912e-25	0.378886474240922	0.425	0.216	7.9610807299229e-21	IL1A+ M1 Macrophages	GPR132
AMPD3	8.1529651231175e-25	0.329587906020363	0.418	0.203	1.22938561091489e-20	IL1A+ M1 Macrophages	AMPD3
IFNGR2	1.46674786685153e-24	0.379283141971948	0.543	0.317	2.21170910842542e-20	IL1A+ M1 Macrophages	IFNGR2
SLC7A5	1.52978527447936e-24	0.379400612404229	0.467	0.253	2.30676321538743e-20	IL1A+ M1 Macrophages	SLC7A5
GCH1	1.86297072911193e-24	0.314000396703904	0.295	0.117	2.80917356242788e-20	IL1A+ M1 Macrophages	GCH1
ATP2B1	5.6271052731103e-24	0.55235330654411	0.625	0.432	8.48511204132303e-20	IL1A+ M1 Macrophages	ATP2B1
LUCAT1	9.0111121638562e-24	0.50810355560174	0.451	0.246	1.35878560318788e-19	IL1A+ M1 Macrophages	LUCAT1
EDEM1	1.03287181039165e-23	0.429563654450636	0.521	0.312	1.55746740288957e-19	IL1A+ M1 Macrophages	EDEM1
LITAF1	1.11409813124042e-23	0.422790403834506	0.926	0.854	1.67994857209744e-19	IL1A+ M1 Macrophages	LITAF
HSPA51	1.97866288833854e-23	0.530600982440197	0.889	0.776	2.98362576932569e-19	IL1A+ M1 Macrophages	HSPA5
LPXN	2.29415580631009e-23	0.380105343320371	0.548	0.335	3.45935754033498e-19	IL1A+ M1 Macrophages	LPXN
IL10RA	2.85078812455604e-23	0.456065786132724	0.636	0.446	4.29870341301805e-19	IL1A+ M1 Macrophages	IL10RA
INSIG11	2.94128857489687e-23	0.416582501575574	0.974	0.88	4.43516904208698e-19	IL1A+ M1 Macrophages	INSIG1
PDGFB	4.70563276171251e-23	0.472858921796014	0.47	0.268	7.0956236413863e-19	IL1A+ M1 Macrophages	PDGFB
SOCS3	7.45399161956536e-23	0.49086941390857	0.811	0.63	1.12398739631426e-18	IL1A+ M1 Macrophages	SOCS3
SNN	2.52391933676178e-22	0.39430860110441	0.5	0.293	3.80581796790308e-18	IL1A+ M1 Macrophages	SNN
ISG15	1.40356978637026e-21	1.31595987868757	0.469	0.297	2.11644288086772e-17	IL1A+ M1 Macrophages	ISG15
LCP2	6.23347989769683e-21	0.423017123265703	0.684	0.512	9.39946433773704e-17	IL1A+ M1 Macrophages	LCP2
PMAIP1	6.23967635920306e-21	0.815354633422383	0.395	0.218	9.4088079820423e-17	IL1A+ M1 Macrophages	PMAIP1
B4GALT5	7.96102188187239e-21	0.344070920550074	0.461	0.266	1.20044248956754e-16	IL1A+ M1 Macrophages	B4GALT5
CCRL2	1.17590864741504e-20	0.309986768996631	0.357	0.175	1.77315264943714e-16	IL1A+ M1 Macrophages	CCRL2
IFIH1	1.25515435619709e-20	0.338863796285795	0.303	0.137	1.89264725370959e-16	IL1A+ M1 Macrophages	IFIH1
PID1	2.30253287722976e-20	0.344895473117606	0.39	0.203	3.47198932557476e-16	IL1A+ M1 Macrophages	PID1
SAMSN11	4.56649935287096e-20	0.393425616236564	0.721	0.528	6.88582437419413e-16	IL1A+ M1 Macrophages	SAMSN1
C5AR11	7.07382265159993e-20	0.328544110972133	0.908	0.795	1.06666171763475e-15	IL1A+ M1 Macrophages	C5AR1
FOSL21	7.37723156910688e-20	0.342464089074915	0.798	0.609	1.11241274830563e-15	IL1A+ M1 Macrophages	FOSL2
MAFF	1.10867059610976e-19	0.366192428700887	0.446	0.258	1.6717643918739e-15	IL1A+ M1 Macrophages	MAFF
ETS2	3.11085250482101e-19	0.407423884654517	0.795	0.639	4.6908544920196e-15	IL1A+ M1 Macrophages	ETS2
ZFP36	7.11451438075347e-19	0.400875810754378	0.907	0.786	1.07279762347382e-14	IL1A+ M1 Macrophages	ZFP36
CD83	8.73712905013658e-19	0.390721511901283	0.89	0.794	1.3174716894701e-14	IL1A+ M1 Macrophages	CD83
USP12	1.96106182551214e-18	0.376864694106603	0.572	0.386	2.95708512668976e-14	IL1A+ M1 Macrophages	USP12
NFE2L2	2.61722688890168e-18	0.365086938972977	0.874	0.776	3.94651642577485e-14	IL1A+ M1 Macrophages	NFE2L2
AL133330.1	3.44608927791052e-18	0.302423939960849	0.277	0.127	5.19635802216128e-14	IL1A+ M1 Macrophages	AL133330.1
DUSP6	4.2763999223306e-18	0.588896085148567	0.477	0.303	6.44838344288232e-14	IL1A+ M1 Macrophages	DUSP6
MMP191	8.42493974923771e-18	0.525549097703398	0.703	0.539	1.27039666478755e-13	IL1A+ M1 Macrophages	MMP19
PPP1R15B	1.16618458522429e-17	0.356735004974844	0.652	0.493	1.7584897360597e-13	IL1A+ M1 Macrophages	PPP1R15B
VIM	1.23147692436568e-17	0.347669278972494	0.997	0.995	1.85694405425101e-13	IL1A+ M1 Macrophages	VIM
SDCBP	3.53206646217243e-17	0.282002023072141	0.964	0.91	5.3260030183098e-13	IL1A+ M1 Macrophages	SDCBP
SIRPA	7.36586467721838e-17	0.286148400248019	0.495	0.314	1.11069873467776e-12	IL1A+ M1 Macrophages	SIRPA
STK41	8.20149361049241e-17	0.336829890108887	0.731	0.568	1.23670322152615e-12	IL1A+ M1 Macrophages	STK4
CD93	1.05327828606593e-16	0.35034934405369	0.561	0.37	1.58823832755881e-12	IL1A+ M1 Macrophages	CD93
RHOF	1.57285666455533e-16	0.252446884484909	0.325	0.168	2.37171056448298e-12	IL1A+ M1 Macrophages	RHOF
HNRNPC	2.80640550437637e-16	0.344521824787038	0.862	0.777	4.23177886004913e-12	IL1A+ M1 Macrophages	HNRNPC
