Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	Viral myocarditis	7	1.3972055888223553	0.04358234297173933	HLA-DMA, HLA-DMB, ABL2, HLA-A, HLA-DOA, ICAM1, HLA-E	334	67	8644	2.703905621592636	0.9999982121427723	0.16594815208469976	0.12907078495476648
KEGG_PATHWAY	Human T-cell leukemia virus 1 infection	15	2.9940119760479043	0.04768072197537282	RB1, NRP1, HLA-A, PIK3R1, ETS2, ICAM1, HLA-E, NFKBIA, HLA-DMA, ZFP36, CD4, PPP3R1, HLA-DMB, CANX, HLA-DOA	334	222	8644	1.7486648324971679	0.9999995006270018	0.17918911297750742	0.1393693100936169
KEGG_PATHWAY	Epstein-Barr virus infection	14	2.7944111776447107	0.048266427738049136	RB1, MAP2K3, GADD45B, STAT1, TNFAIP3, HLA-A, PIK3R1, ICAM1, HLA-E, NFKBIA, HLA-DMA, HLA-DMB, HLA-DOA, TLR2	334	202	8644	1.793679966799075	0.9999995840217639	0.17918911297750742	0.1393693100936169
KEGG_PATHWAY	Autoimmune thyroid disease	6	1.1976047904191618	0.05232643314428552	IL10, HLA-DMA, HLA-DMB, HLA-A, HLA-DOA, HLA-E	334	53	8644	2.9298384363348773	0.9999998831432383	0.19186358819571356	0.14922723526333276
KEGG_PATHWAY	Th1 and Th2 cell differentiation	8	1.5968063872255487	0.06388354481138293	NFKBIA, HLA-DMA, CD4, PPP3R1, HLA-DMB, MAF, STAT1, HLA-DOA	334	92	8644	2.2504556105180944	0.9999999969452605	0.23138308303635038	0.1799646201393836
KEGG_PATHWAY	Human immunodeficiency virus 1 infection	14	2.7944111776447107	0.06502816683171847	MAP2K3, CXCR4, ITPR2, HLA-A, PIK3R1, TNFRSF1B, GNAI2, HLA-E, NFKBIA, CD4, PPP3R1, GNAQ, TLR4, TLR2	334	212	8644	1.7090724211953452	0.9999999978759601	0.2326911511930167	0.1809820064834574
KEGG_PATHWAY	Influenza A	12	2.3952095808383236	0.06597918199275538	NFKBIA, DNAJB1, SOCS3, HLA-DMA, HLA-DMB, CXCL8, STAT1, IL1B, PIK3R1, HLA-DOA, TLR4, ICAM1	334	171	8644	1.8161571593654793	0.999999998430009	0.23328353633152793	0.1814427504800773
KEGG_PATHWAY	PPAR signaling pathway	7	1.3972055888223553	0.06844170547983947	ACSL1, UBC, ME1, PLIN2, CD36, ACSL3, PLTP	334	75	8644	2.4154890219560876	0.999999999283228	0.23914337091190965	0.18600039959815196
KEGG_PATHWAY	MAPK signaling pathway	18	3.592814371257485	0.07320754372650742	MAP2K3, CSF1R, JUND, DUSP3, GADD45B, HSPA6, HSPB1, IGF1, DUSP6, VEGFA, PPP3R1, IL1B, MAPKAPK2, MAP3K8, CD14, HSPA1B, HSPA1A, FGFR1	334	301	8644	1.5476555195257327	0.9999999998437573	0.2528214010089849	0.19663886745143272
KEGG_PATHWAY	VEGF signaling pathway	6	1.1976047904191618	0.07602853740132615	PPP3R1, MAPKAPK2, HSPB1, PIK3R1, PTGS2, VEGFA	334	59	8644	2.6318887648431946	0.9999999999368182	0.2595456966459065	0.2018688751690384
KEGG_PATHWAY	Mineral absorption	6	1.1976047904191618	0.08046116285426065	FTH1, SLC11A2, SLC40A1, HMOX1, ATP1B1, FTL	334	60	8644	2.588023952095808	0.9999999999848534	0.2715564246331297	0.2112105524924342
KEGG_PATHWAY	Inflammatory mediator regulation of TRP channels	8	1.5968063872255487	0.08339030976285379	MAP2K3, PTGER4, PPP1CB, IL1B, GNAQ, ITPR2, IGF1, PIK3R1	334	98	8644	2.112672613955762	0.999999999994128	0.2752732427091212	0.21410141099598318
KEGG_PATHWAY	EGFR tyrosine kinase inhibitor resistance	7	1.3972055888223553	0.08341613415427915	IGF1, PIK3R1, FOXO3, GAS6, IL6R, EIF4E, VEGFA	334	79	8644	2.2931857803380575	0.999999999994177	0.2752732427091212	0.21410141099598318
KEGG_PATHWAY	AGE-RAGE signaling pathway in diabetic complications	8	1.5968063872255487	0.09057572303572554	THBD, CXCL8, STAT1, IL1B, CYBB, PIK3R1, ICAM1, VEGFA	334	100	8644	2.0704191616766465	0.9999999999994329	0.29561527188582953	0.22992298924453405
KEGG_PATHWAY	Viral life cycle - HIV-1	6	1.1976047904191618	0.09456410905130962	RANBP2, CD4, CXCR4, AFF4, ELL2, SERINC5	334	63	8644	2.4647847162817222	0.9999999999998462	0.3043405067004232	0.23670928298921806
KEGG_PATHWAY	Hepatitis B	11	2.19560878243513	0.09529854250215272	RB1, MAP2K3, NFKBIA, DDX3X, CXCL8, ATP6AP1, STAT1, PIK3R1, TLR4, MMP9, TLR2	334	162	8644	1.7573002143860428	0.9999999999998792	0.3043405067004232	0.23670928298921806
KEGG_PATHWAY	Glycosaminoglycan biosynthesis - keratan sulfate	3	0.5988023952095809	0.09928473393844417	B4GALT1, B3GNT2, ST3GAL1	334	14	8644	5.5457656116338745	0.9999999999999675	0.313697510422531	0.2439869525508575
