	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
WIPF1	1.98368978088203e-134	0.471711875221297	0.488	0.269	4.22426738838828e-130	M2 Macrophages	WIPF1
PLAUR1	2.69333263737919e-134	0.672819615881036	0.817	0.661	5.73545185129899e-130	M2 Macrophages	PLAUR
AFF1	1.67032246435065e-132	0.445841836605318	0.348	0.155	3.5569516878347e-128	M2 Macrophages	AFF1
PLEKHO2	8.67234059384513e-131	0.372761080666794	0.307	0.123	1.84677492945932e-126	M2 Macrophages	PLEKHO2
SLC15A3	8.93019583939714e-131	0.366379752159337	0.347	0.148	1.90168520399962e-126	M2 Macrophages	SLC15A3
PEPD	2.75111434751883e-130	0.44018460827968	0.302	0.122	5.85849800304136e-126	M2 Macrophages	PEPD
PLEKHA2	9.12658860308441e-130	0.372295108657697	0.297	0.117	1.94350704302682e-125	M2 Macrophages	PLEKHA2
NFKBIA1	2.22383830293075e-129	0.641070535913437	0.969	0.843	4.73566366609103e-125	M2 Macrophages	NFKBIA
AMPD3	3.12355654297719e-129	0.345267836723999	0.256	0.088	6.65161365826992e-125	M2 Macrophages	AMPD3
TPP1	5.17252038294464e-129	0.46597026481566	0.528	0.321	1.10148821554806e-124	M2 Macrophages	TPP1
CEMIP2	7.08255777902458e-129	0.380089169872977	0.263	0.095	1.50823067904328e-124	M2 Macrophages	CEMIP2
HNMT	2.62954423868908e-127	0.348569329718059	0.294	0.114	5.59961445628839e-123	M2 Macrophages	HNMT
SH2B3	6.73239682696841e-127	0.469975366611492	0.503	0.293	1.43366390430292e-122	M2 Macrophages	SH2B3
PLEKHO1	1.41900919391851e-126	0.498966146486144	0.598	0.397	3.02178007844946e-122	M2 Macrophages	PLEKHO1
DNAJB61	1.4933968100444e-123	0.454925336811833	0.905	0.784	3.18018850698954e-119	M2 Macrophages	DNAJB6
RAB7A	7.64797381016099e-123	0.534882943884982	0.71	0.575	1.62863602287378e-118	M2 Macrophages	RAB7A
AFF4	8.21201267498635e-123	0.543799354835116	0.55	0.361	1.74874809913834e-118	M2 Macrophages	AFF4
ATP13A31	1.24241272758939e-122	0.479826540710779	0.736	0.516	2.6457179034016e-118	M2 Macrophages	ATP13A3
APLP2	2.2982543187666e-122	0.512832797170357	0.592	0.405	4.89413257181347e-118	M2 Macrophages	APLP2
SGTB	4.41514614988445e-122	0.428417975970343	0.371	0.176	9.40205372617893e-118	M2 Macrophages	SGTB
WDR26	2.51313798871628e-121	0.484164593335252	0.462	0.26	5.35172734697132e-117	M2 Macrophages	WDR26
SLFN11	1.13042726044216e-120	0.364276719405819	0.265	0.1	2.40724485111159e-116	M2 Macrophages	SLFN11
LPCAT11	2.82331609432439e-119	0.336971858335213	0.33	0.14	6.01225162286379e-115	M2 Macrophages	LPCAT1
CSTB	2.49992599262497e-118	0.596901434296026	0.934	0.899	5.32359240129488e-114	M2 Macrophages	CSTB
QKI	4.40110552838291e-118	0.511342334739538	0.652	0.496	9.37215422269141e-114	M2 Macrophages	QKI
PAPSS21	6.64805548833487e-118	0.47109657207705	0.361	0.169	1.41570341624091e-113	M2 Macrophages	PAPSS2
PELI1	1.99918164920002e-117	0.582322650207628	0.503	0.304	4.25725732197144e-113	M2 Macrophages	PELI1
ACTR21	3.60701192750973e-117	0.485583798688458	0.801	0.684	7.68113189963197e-113	M2 Macrophages	ACTR2
RANBP2	3.13457269980238e-115	0.663289151411963	0.448	0.264	6.67507256422917e-111	M2 Macrophages	RANBP2
CD931	6.44384411983946e-115	0.492975065936804	0.431	0.226	1.37221660531981e-110	M2 Macrophages	CD93
KIF1B	1.30973782491816e-114	0.399665450399236	0.357	0.171	2.78908669816323e-110	M2 Macrophages	KIF1B
NRIP1	1.36743326893389e-114	0.49615095590051	0.331	0.153	2.91194914619472e-110	M2 Macrophages	NRIP1
RNASET2	7.52374306727797e-114	0.43875959324983	0.497	0.3	1.60218108617684e-109	M2 Macrophages	RNASET2
DYNC1H11	1.87528824530558e-113	0.535244559077072	0.708	0.573	3.99342631837823e-109	M2 Macrophages	DYNC1H1
CELF2	2.49088328915158e-112	0.470982143462384	0.445	0.25	5.30433596424829e-108	M2 Macrophages	CELF2
DOK2	6.83021989117379e-112	0.412971765769762	0.363	0.176	1.45449532582546e-107	M2 Macrophages	DOK2
UBE2D1	2.28154099330657e-111	0.470053620219117	0.36	0.177	4.85854154524634e-107	M2 Macrophages	UBE2D1
MAN1A1	4.98459463570659e-111	0.561053813114741	0.363	0.188	1.06146942767372e-106	M2 Macrophages	MAN1A1
HEXB	9.51329337062187e-111	0.38215949725112	0.365	0.18	2.02585582327393e-106	M2 Macrophages	HEXB
HSPA51	1.60033686168886e-110	0.763548881967547	0.842	0.748	3.40791734696642e-106	M2 Macrophages	HSPA5
ZFYVE161	1.91861079174438e-109	0.489119835761411	0.524	0.314	4.08568168101966e-105	M2 Macrophages	ZFYVE16
S100A41	3.09092686687771e-109	0.488385866907395	0.888	0.698	6.58212876301608e-105	M2 Macrophages	S100A4
ANXA51	6.95326122966352e-109	0.388378565029749	0.956	0.865	1.48069697885685e-104	M2 Macrophages	ANXA5
CELF1	1.64605688042045e-108	0.51709063780538	0.443	0.259	3.50527812685534e-104	M2 Macrophages	CELF1
PIK3R1	1.749613456865e-108	0.402166762057593	0.286	0.123	3.72580185639402e-104	M2 Macrophages	PIK3R1
LY96	5.16267715167028e-108	0.379740890832656	0.342	0.165	1.09939209944819e-103	M2 Macrophages	LY96
LRRFIP11	1.03362658863915e-106	0.449569356252017	0.876	0.771	2.20110782050706e-102	M2 Macrophages	LRRFIP1
B3GNT2	5.47957652861723e-105	0.399983610535109	0.301	0.136	1.16687582176904e-100	M2 Macrophages	B3GNT2
SOAT1	8.16415932236459e-105	0.352125206621194	0.328	0.152	1.73855772769754e-100	M2 Macrophages	SOAT1
CANX	2.40650000089428e-104	0.456380794329927	0.741	0.634	5.12464175190438e-100	M2 Macrophages	CANX
KLF6	3.00167095046607e-104	0.71400427589831	0.854	0.741	6.3920582890175e-100	M2 Macrophages	KLF6
ACSL3	1.26562170166472e-103	0.503383760577882	0.44	0.258	2.69514141369502e-99	M2 Macrophages	ACSL3
DOCK41	3.34464441233408e-103	0.313593066497277	0.31	0.136	7.12242027606542e-99	M2 Macrophages	DOCK4
ABCG1	1.82504600081125e-102	0.369991215656954	0.338	0.164	3.88643545872757e-98	M2 Macrophages	ABCG1
TLR4	5.39165346979208e-102	0.308794801935732	0.25	0.096	1.14815260639222e-97	M2 Macrophages	TLR4
GM2A	6.56445838628937e-102	0.467358963932938	0.441	0.26	1.39790141336032e-97	M2 Macrophages	GM2A
PI4K2A	2.01943492297314e-101	0.288936542492929	0.258	0.105	4.30038666847131e-97	M2 Macrophages	PI4K2A
FOSL21	3.53149077002127e-100	0.487573685608453	0.663	0.493	7.52030959476029e-96	M2 Macrophages	FOSL2
GNA13	4.11782086652441e-100	0.490829488645272	0.795	0.666	8.76889953526373e-96	M2 Macrophages	GNA13
RB1	5.24920021235662e-100	0.413162560857944	0.409	0.225	1.11781718522134e-95	M2 Macrophages	RB1
DAZAP2	5.75034801974261e-100	0.443391190456533	0.529	0.358	1.22453661080419e-95	M2 Macrophages	DAZAP2
PPP1R15A	9.16992327804084e-100	0.435200001223686	0.81	0.697	1.9527351620588e-95	M2 Macrophages	PPP1R15A
EMP1	1.89840292492173e-99	0.881531054910139	0.446	0.288	4.04264902862083e-95	M2 Macrophages	EMP1
MT-ND4	2.57505373546902e-99	0.384645452234032	0.999	0.995	5.48357692968129e-95	M2 Macrophages	MT-ND4
ATP6V1A1	2.02382956962238e-98	0.456784371691556	0.499	0.317	4.30974506851085e-94	M2 Macrophages	ATP6V1A
ZFP36	3.92320618537028e-98	0.525956526645335	0.839	0.731	8.35446757174602e-94	M2 Macrophages	ZFP36
RHOB	1.70898090803363e-97	0.600509139103962	0.311	0.154	3.63927484365761e-93	M2 Macrophages	RHOB
SLC8B1	2.82541034030766e-97	0.323504259712531	0.284	0.125	6.01671131968516e-93	M2 Macrophages	SLC8B1
BAG3	3.9517943878026e-97	0.507807538145501	0.513	0.317	8.41534614882565e-93	M2 Macrophages	BAG3
GCLM1	5.24687544159199e-97	0.452759440291948	0.415	0.232	1.11732212528701e-92	M2 Macrophages	GCLM
IL6ST	1.31348694602819e-96	0.446740802654257	0.424	0.245	2.79707045156702e-92	M2 Macrophages	IL6ST
HSP90AA1	1.97355785218321e-96	0.402440339696043	1	0.999	4.20269144622415e-92	M2 Macrophages	HSP90AA1
ADAM10	2.00850251020005e-96	0.323073462299568	0.31	0.146	4.27710609547101e-92	M2 Macrophages	ADAM10
C6orf62	6.85715721303996e-96	0.460486537091448	0.476	0.299	1.46023162851686e-91	M2 Macrophages	C6orf62
FNDC3B1	7.95722512697965e-96	0.400095322600155	0.451	0.259	1.69449109079032e-91	M2 Macrophages	FNDC3B
SNN	2.36071695897518e-95	0.372031047937198	0.368	0.192	5.02714676413765e-91	M2 Macrophages	SNN
IGF2R	2.58625268043206e-95	0.347756492817851	0.296	0.137	5.50742508298008e-91	M2 Macrophages	IGF2R
BCAT11	1.01581081066269e-94	0.470253958339117	0.541	0.347	2.16316912130621e-90	M2 Macrophages	BCAT1
FPR31	1.08058120820263e-94	0.380949977181112	0.502	0.288	2.3010976828675e-90	M2 Macrophages	FPR3
UBE2D31	2.25263477343965e-94	0.372750349389941	0.875	0.821	4.79698575003973e-90	M2 Macrophages	UBE2D3
BLVRA	3.31947675394614e-94	0.307311681416434	0.259	0.111	7.06882574752832e-90	M2 Macrophages	BLVRA
THBD	3.53134180275317e-94	0.754352252924	0.492	0.323	7.51999236896287e-90	M2 Macrophages	THBD
TENT2	1.27265946716263e-93	0.333634498279705	0.268	0.118	2.71012833532281e-89	M2 Macrophages	TENT2
TFEC1	2.1327072442251e-92	0.324192862411635	0.317	0.149	4.54160007657736e-88	M2 Macrophages	TFEC
ATP6V1C11	2.18825418945598e-91	0.369813444942713	0.392	0.214	4.65988729644651e-87	M2 Macrophages	ATP6V1C1
TLR21	1.08851779958191e-90	0.316792589858575	0.331	0.159	2.31799865420968e-86	M2 Macrophages	TLR2
BMP2K	1.23875599834613e-90	0.33359745989316	0.338	0.173	2.63793089847808e-86	M2 Macrophages	BMP2K
LAMP2	2.05160436039754e-90	0.392959822007212	0.524	0.355	4.36889148546657e-86	M2 Macrophages	LAMP2
HAVCR2	6.85467297240965e-90	0.355385357160615	0.318	0.158	1.45970260947464e-85	M2 Macrophages	HAVCR2
MCTP11	2.28565996351692e-89	0.327501387336886	0.352	0.182	4.86731289230928e-85	M2 Macrophages	MCTP1
RALGDS	5.81685923003229e-88	0.333954080024124	0.296	0.143	1.23870017303538e-83	M2 Macrophages	RALGDS
PLEKHM2	6.80595829179192e-88	0.298125906953247	0.263	0.118	1.44932881823709e-83	M2 Macrophages	PLEKHM2
IDI1	1.1058008767839e-87	0.469247931411368	0.374	0.216	2.35480296711131e-83	M2 Macrophages	IDI1
G3BP1	1.67762465536388e-87	0.464870710733763	0.684	0.571	3.57250170359739e-83	M2 Macrophages	G3BP1
PILRA	2.00124857328845e-87	0.258657894639761	0.256	0.11	4.26165883681775e-83	M2 Macrophages	PILRA
EMILIN21	2.50718212239636e-86	0.39164813041598	0.472	0.297	5.33904432964305e-82	M2 Macrophages	EMILIN2
CFLAR1	1.00542460268517e-85	0.411395360075359	0.866	0.754	2.14105169141807e-81	M2 Macrophages	CFLAR
TLNRD1	9.56520145156868e-85	0.328247316661774	0.268	0.124	2.03690964911155e-80	M2 Macrophages	TLNRD1
CORO1C	2.47379614397921e-84	0.430670320369508	0.497	0.336	5.26794888860374e-80	M2 Macrophages	CORO1C
WSB1	2.61156326332965e-84	0.518115896023963	0.57	0.431	5.5613239692605e-80	M2 Macrophages	WSB1
PLEKHB2	4.15958007168384e-84	0.414389709977503	0.584	0.426	8.85782576265074e-80	M2 Macrophages	PLEKHB2
RTN4	9.40368414801642e-84	0.375476045729628	0.864	0.819	2.0025145393201e-79	M2 Macrophages	RTN4
SLC43A3	1.88702153634153e-83	0.321295718266716	0.305	0.152	4.01841236163928e-79	M2 Macrophages	SLC43A3
FTH11	3.39328824317801e-83	0.314982249868817	1	0.955	7.22600731384757e-79	M2 Macrophages	FTH1
DDX3Y	7.05413939424642e-82	0.440939187941884	0.496	0.331	1.50217898400478e-77	M2 Macrophages	DDX3Y
RHOQ	7.26367263774415e-82	0.374045668736758	0.412	0.246	1.54679908820762e-77	M2 Macrophages	RHOQ
LILRB21	2.16824069763377e-81	0.267903898145151	0.299	0.143	4.61726856561111e-77	M2 Macrophages	LILRB2
EIF2AK3	3.78394189422869e-81	0.315311528056341	0.297	0.148	8.05790426375999e-77	M2 Macrophages	EIF2AK3
ZFAND5	3.99640820313524e-81	0.489772819086514	0.609	0.482	8.51035126857649e-77	M2 Macrophages	ZFAND5
SNX9	7.56106607399004e-81	0.354818318897582	0.423	0.256	1.61012902045618e-76	M2 Macrophages	SNX9
RRAGC	7.50327442790009e-80	0.337483004965103	0.37	0.211	1.59782228942132e-75	M2 Macrophages	RRAGC
TCEAL9	1.99509395864877e-79	0.439735863390786	0.357	0.205	4.24855258494255e-75	M2 Macrophages	TCEAL9
AGAP3	1.99823478437813e-79	0.323798883284307	0.353	0.194	4.25524097333323e-75	M2 Macrophages	AGAP3
SIRPA1	2.13540448196992e-79	0.306039208862452	0.364	0.201	4.54734384435493e-75	M2 Macrophages	SIRPA
RAB31	2.91104185330474e-79	0.394711722932359	0.508	0.341	6.19906362661244e-75	M2 Macrophages	RAB31
HNRNPU	4.9551695078469e-79	0.491598025876117	0.814	0.745	1.055203346696e-74	M2 Macrophages	HNRNPU
SNX2	5.72556037386484e-79	0.380297863780963	0.328	0.183	1.21925808161452e-74	M2 Macrophages	SNX2
ARL6IP1	1.22827201488863e-78	0.386425996714788	0.735	0.624	2.61560525570534e-74	M2 Macrophages	ARL6IP1
SERINC1	1.94449221732848e-77	0.355846407494483	0.469	0.307	4.140796176801e-73	M2 Macrophages	SERINC1
RYBP	2.26301429258638e-77	0.432110764579074	0.4	0.242	4.81908893606271e-73	M2 Macrophages	RYBP
MCL1	3.05045310530542e-77	0.377230981296971	0.896	0.801	6.49593988774789e-73	M2 Macrophages	MCL1
HCST1	3.86847991953879e-77	0.375893777941807	0.529	0.354	8.23792798865785e-73	M2 Macrophages	HCST
CD631	2.05160357414479e-76	0.317831331205096	0.966	0.861	4.36888981114134e-72	M2 Macrophages	CD63
TNFAIP31	2.61481867222876e-76	0.691957714028551	0.727	0.597	5.56825636251115e-72	M2 Macrophages	TNFAIP3
CLTC1	2.75621449327573e-75	0.414342968173772	0.55	0.41	5.86935876343067e-71	M2 Macrophages	CLTC
HLA-A	6.57899939721361e-75	0.353165442724498	0.992	0.99	1.40099792163664e-70	M2 Macrophages	HLA-A
ZFP36L2	6.72733037664379e-75	0.622147703838815	0.465	0.315	1.43258500370629e-70	M2 Macrophages	ZFP36L2
MARCKS1	6.75749866985912e-75	0.299203654875966	0.907	0.772	1.4390093417465e-70	M2 Macrophages	MARCKS
CREM1	9.45371497246545e-75	0.466874596789562	0.775	0.642	2.01316860338652e-70	M2 Macrophages	CREM
OTUD1	1.0266870630958e-74	0.486158520659019	0.485	0.327	2.18633010086251e-70	M2 Macrophages	OTUD1
PDXK	1.13300013227107e-74	0.37159901334116	0.427	0.272	2.41272378167124e-70	M2 Macrophages	PDXK
ARHGEF2	3.50440379398036e-74	0.359050710642503	0.428	0.272	7.46262787928119e-70	M2 Macrophages	ARHGEF2
ZNF267	4.77666379471746e-74	0.415374220041502	0.53	0.377	1.01719055508508e-69	M2 Macrophages	ZNF267
FAM91A1	1.50717481777073e-73	0.291306291095908	0.266	0.131	3.20952877444277e-69	M2 Macrophages	FAM91A1
CAPZA2	1.62189776963317e-72	0.349459672815912	0.39	0.242	3.45383130043383e-68	M2 Macrophages	CAPZA2
MAP2K31	4.10646037131303e-72	0.364088471963131	0.697	0.568	8.7447073607111e-68	M2 Macrophages	MAP2K3
ATP6V1H	6.00546973902778e-72	0.347369167695415	0.43	0.273	1.27886478092597e-67	M2 Macrophages	ATP6V1H
ZBTB1	1.80805168629779e-71	0.334341957305529	0.335	0.188	3.85024606597114e-67	M2 Macrophages	ZBTB1
LATS2	4.65320003930041e-71	0.311736667602318	0.298	0.156	9.90898948369022e-67	M2 Macrophages	LATS2
PNP	5.29984589603337e-71	0.431495598100803	0.377	0.235	1.12860218356031e-66	M2 Macrophages	PNP
ITPR2	1.1385268252391e-70	0.273051513163067	0.25	0.121	2.42449287434666e-66	M2 Macrophages	ITPR2
METRNL1	1.78669236031343e-70	0.430906334879195	0.688	0.56	3.80476138128745e-66	M2 Macrophages	METRNL
PPFIA1	3.30556062160119e-70	0.305822274575926	0.307	0.165	7.03919134369973e-66	M2 Macrophages	PPFIA1
ERBIN	4.40061420730131e-69	0.31138386397369	0.311	0.17	9.37110795444815e-65	M2 Macrophages	ERBIN
RC3H1	8.1361303501631e-69	0.319707888447417	0.339	0.193	1.73258895806723e-64	M2 Macrophages	RC3H1
RB1CC1	3.04349761617247e-68	0.327450307840692	0.372	0.223	6.48112817363928e-64	M2 Macrophages	RB1CC1
ATP6AP2	5.11672001873841e-68	0.348840455886588	0.508	0.366	1.08960552799034e-63	M2 Macrophages	ATP6AP2
SKAP2	1.05127292573863e-67	0.27322300611417	0.303	0.163	2.23868569536042e-63	M2 Macrophages	SKAP2
AHR1	1.47944273296659e-67	0.464526019417749	0.727	0.601	3.15047329985236e-63	M2 Macrophages	AHR
MTSS1	4.40809918879176e-67	0.283182974928685	0.289	0.152	9.38704722253204e-63	M2 Macrophages	MTSS1
PPP1CB1	5.36254820508679e-67	0.419110737127893	0.647	0.554	1.14195464027323e-62	M2 Macrophages	PPP1CB
CAP1	2.23267770289673e-66	0.364026771060662	0.639	0.525	4.75448716831859e-62	M2 Macrophages	CAP1
ZMIZ1	3.84785015158943e-66	0.32650097813518	0.382	0.234	8.19399689780968e-62	M2 Macrophages	ZMIZ1
STK40	7.06335864393744e-66	0.288372875471261	0.309	0.17	1.50414222322648e-61	M2 Macrophages	STK40
SLC12A71	1.16692575491011e-65	0.290199096099976	0.284	0.149	2.48496839508108e-61	M2 Macrophages	SLC12A7
MAP1LC3B	1.43542116742698e-64	0.394055798687391	0.695	0.603	3.05672937603576e-60	M2 Macrophages	MAP1LC3B
NANS	2.51547249581809e-64	0.344444588796597	0.374	0.238	5.35669867984463e-60	M2 Macrophages	NANS
ZSWIM6	2.74812040063002e-64	0.335270471594099	0.337	0.199	5.85212239314163e-60	M2 Macrophages	ZSWIM6
PHACTR4	3.49655396488223e-64	0.331688833061408	0.263	0.138	7.44591166821671e-60	M2 Macrophages	PHACTR4
SQSTM11	3.58960852284306e-64	0.356332992421681	0.898	0.803	7.6440713493943e-60	M2 Macrophages	SQSTM1
GNAI2	4.5985679054667e-64	0.356011998980365	0.773	0.683	9.79265035469134e-60	M2 Macrophages	GNAI2
ARL8A	1.15714436043831e-63	0.296520079400815	0.339	0.2	2.46413891555338e-59	M2 Macrophages	ARL8A
CEP1701	1.505365329545e-63	0.362506538882799	0.461	0.313	3.20567546926607e-59	M2 Macrophages	CEP170
NCOA41	1.56213352321895e-63	0.323078222070364	0.434	0.285	3.32656333769476e-59	M2 Macrophages	NCOA4
MYO9B1	2.17662482094266e-63	0.311577111785196	0.436	0.282	4.6351225561974e-59	M2 Macrophages	MYO9B
ANXA1	3.23938079526154e-62	0.450971753133976	0.902	0.822	6.89826140350944e-58	M2 Macrophages	ANXA1
MAT2A	4.77259664846296e-62	0.48514324233677	0.349	0.22	1.01632445629019e-57	M2 Macrophages	MAT2A
STX111	1.47223330036742e-61	0.356902486590736	0.494	0.354	3.13512081313241e-57	M2 Macrophages	STX11
NCF21	3.22793034186056e-61	0.29636304698035	0.386	0.239	6.87387766299206e-57	M2 Macrophages	NCF2
KMO1	1.54357178667551e-60	0.268298856619315	0.259	0.132	3.2870361197255e-56	M2 Macrophages	KMO
JMJD1C	3.83795309125725e-60	0.481408982567471	0.622	0.507	8.17292110783232e-56	M2 Macrophages	JMJD1C
LGALS3	7.64814216588865e-60	0.383831427979572	0.866	0.818	1.62867187422599e-55	M2 Macrophages	LGALS3
CD59	1.71633657557451e-59	0.386977372173359	0.566	0.454	3.65493873768592e-55	M2 Macrophages	CD59
ATP6AP1	2.25034300793162e-59	0.283506706547022	0.383	0.241	4.79210543539038e-55	M2 Macrophages	ATP6AP1
NUP58	8.39500298779984e-59	0.307302401663145	0.291	0.163	1.78771588625198e-54	M2 Macrophages	NUP58
RNASE6	1.57644003240473e-58	0.285699025871552	0.329	0.194	3.35702904900588e-54	M2 Macrophages	RNASE6
TNFRSF1B1	1.70330273623745e-58	0.366257234207358	0.696	0.548	3.62718317681765e-54	M2 Macrophages	TNFRSF1B
GAS6	1.96473719977605e-58	0.305136314885374	0.285	0.162	4.18390786692309e-54	M2 Macrophages	GAS6
DUSP3	6.38807420492469e-58	0.267093053329091	0.293	0.167	1.36034040193871e-53	M2 Macrophages	DUSP3
NAGK	6.99930546388608e-58	0.287610022570357	0.355	0.22	1.49050209853454e-53	M2 Macrophages	NAGK
ACSL1	1.25422571457681e-57	0.258323612475829	0.263	0.138	2.67087365919132e-53	M2 Macrophages	ACSL1
MT-ATP6	4.06853210731366e-57	0.282542008284032	0.999	0.993	8.66393912252445e-53	M2 Macrophages	MT-ATP6
HCLS1	1.78336690881304e-56	0.269888664446292	0.346	0.212	3.79767983231736e-52	M2 Macrophages	HCLS1
NUFIP2	1.94779103370269e-56	0.380115767716464	0.573	0.456	4.14782100626988e-52	M2 Macrophages	NUFIP2
NEAT11	2.53947291705538e-56	0.369843299972272	0.999	0.996	5.40780757686943e-52	M2 Macrophages	NEAT1
ADGRE5	2.6577812943941e-56	0.260768306969787	0.273	0.151	5.65974526641224e-52	M2 Macrophages	ADGRE5
LMNA	1.47723416881589e-55	0.361010845917993	0.942	0.915	3.14577016249344e-51	M2 Macrophages	LMNA
PCBP11	1.65804507980192e-55	0.321872375237776	0.86	0.828	3.53080699743819e-51	M2 Macrophages	PCBP1
CD99	2.0447090908643e-55	0.412519620694378	0.574	0.485	4.35420800899552e-51	M2 Macrophages	CD99
MIDN	2.0778764357476e-55	0.414388747653238	0.518	0.413	4.4248378699245e-51	M2 Macrophages	MIDN
CRTAP	2.85242597176071e-55	0.28961218490687	0.339	0.211	6.07424110686444e-51	M2 Macrophages	CRTAP
STX4	3.11225631987016e-55	0.297793495704628	0.312	0.187	6.62754983316351e-51	M2 Macrophages	STX4
RAB5C	3.41853257763854e-55	0.347777971979234	0.466	0.348	7.27976512408126e-51	M2 Macrophages	RAB5C
HSPB1	4.1446794980089e-55	0.473270513440283	0.941	0.893	8.82609499100995e-51	M2 Macrophages	HSPB1
HLA-DMA1	7.10626360014583e-55	0.279979606930911	0.869	0.76	1.51327883365106e-50	M2 Macrophages	HLA-DMA
FERMT3	1.27763524843242e-54	0.278841486504827	0.41	0.271	2.72072426153685e-50	M2 Macrophages	FERMT3
CERT1	2.024598348421e-54	0.260702408988011	0.3	0.176	4.31138218296253e-50	M2 Macrophages	CERT1
IL10RA1	2.40198163411124e-54	0.359623218334559	0.506	0.373	5.11501988983989e-50	M2 Macrophages	IL10RA
SPAG91	4.23347654626557e-54	0.326169809964182	0.76	0.659	9.01518830527254e-50	M2 Macrophages	SPAG9
B4GALT11	5.80999824947853e-54	0.34893839563745	0.48	0.351	1.23723912722645e-49	M2 Macrophages	B4GALT1
HERPUD1	8.33870029604032e-54	0.514200110510287	0.557	0.456	1.77572622804179e-49	M2 Macrophages	HERPUD1
KMT2E1	1.53728347903694e-53	0.351147921397344	0.606	0.507	3.27364516860917e-49	M2 Macrophages	KMT2E
TSC22D3	7.67864593785812e-53	0.342708410698659	0.284	0.169	1.63516765246689e-48	M2 Macrophages	TSC22D3
ARRDC3	1.66245281699468e-52	0.383933354496607	0.377	0.25	3.54019327379017e-48	M2 Macrophages	ARRDC3
ANPEP1	2.0233789282091e-52	0.338265158596624	0.37	0.242	4.30878542762129e-48	M2 Macrophages	ANPEP
MAP3K81	4.41444807726189e-52	0.449146582854385	0.518	0.405	9.4005671805292e-48	M2 Macrophages	MAP3K8
AZIN1	4.50252702810858e-52	0.279560759611136	0.392	0.261	9.58813130635721e-48	M2 Macrophages	AZIN1
SLC20A1	7.30766861955486e-52	0.34784266966133	0.308	0.189	1.55616803253421e-47	M2 Macrophages	SLC20A1
NR4A2	9.33322288287198e-52	0.799485853932791	0.503	0.399	1.98750981290759e-47	M2 Macrophages	NR4A2
MTRNR2L12	1.15191908611125e-51	0.36971919967256	0.822	0.741	2.45301169387391e-47	M2 Macrophages	MTRNR2L12
NEU1	3.79845832807366e-51	0.264911589097368	0.281	0.164	8.08881700963286e-47	M2 Macrophages	NEU1
VMP11	6.83785617819002e-51	0.411003264932239	0.757	0.659	1.45612147314556e-46	M2 Macrophages	VMP1
IVNS1ABP	7.27743308026065e-51	0.34228005057895	0.441	0.311	1.54972937444151e-46	M2 Macrophages	IVNS1ABP
HLA-DMB	1.26911768885617e-50	0.322199481615817	0.632	0.524	2.70258611841921e-46	M2 Macrophages	HLA-DMB
HLA-DOA	1.9229344886649e-50	0.271276023594964	0.33	0.205	4.09488899361189e-46	M2 Macrophages	HLA-DOA
RAB1A	2.86383175208476e-50	0.32410234654228	0.49	0.378	6.09852971606449e-46	M2 Macrophages	RAB1A
SERINC5	1.13063665568165e-49	0.364414813206091	0.324	0.207	2.40769075827407e-45	M2 Macrophages	SERINC5
RHOA	1.53498902791161e-48	0.323653489288212	0.808	0.789	3.26875913493777e-44	M2 Macrophages	RHOA
ARID3A	3.02877782020024e-48	0.250941081737427	0.304	0.185	6.4497823681164e-44	M2 Macrophages	ARID3A
TENT5A	3.17829354066375e-47	0.52146366318041	0.317	0.205	6.76817609484345e-43	M2 Macrophages	TENT5A
ARL8B1	3.52816008764177e-47	0.284796523831029	0.658	0.548	7.51321690663315e-43	M2 Macrophages	ARL8B
BTG11	4.67565986102597e-47	0.335430864204976	0.968	0.914	9.9568176740548e-43	M2 Macrophages	BTG1
MAN2B1	5.43150335191152e-47	0.289915602780058	0.409	0.289	1.15663863878956e-42	M2 Macrophages	MAN2B1
ZBTB7A	2.64422586710027e-46	0.329584641753608	0.49	0.386	5.63087898399002e-42	M2 Macrophages	ZBTB7A
ATP2A2	3.76451791636775e-46	0.392152247252256	0.474	0.375	8.01654090290512e-42	M2 Macrophages	ATP2A2
MAPKAPK21	8.6194425785579e-45	0.297407690926893	0.405	0.286	1.8355102971039e-40	M2 Macrophages	MAPKAPK2
DNAJA4	1.33045977198402e-44	0.380106862706895	0.427	0.303	2.83321408443997e-40	M2 Macrophages	DNAJA4
CHORDC1	1.70319886622578e-44	0.37698162472739	0.48	0.366	3.62696198562779e-40	M2 Macrophages	CHORDC1
MYLIP	1.7581393301089e-44	0.317016709971927	0.289	0.181	3.74395770346691e-40	M2 Macrophages	MYLIP
ATP6V0D1	2.64065173851227e-44	0.29948623523029	0.519	0.414	5.62326787716188e-40	M2 Macrophages	ATP6V0D1
UGCG	6.02519347972915e-44	0.300248385265183	0.339	0.224	1.28306495150832e-39	M2 Macrophages	UGCG
PPP3R1	7.44131108269761e-43	0.306982601631973	0.372	0.261	1.58462719506046e-38	M2 Macrophages	PPP3R1
GLUD1	1.06392609114104e-42	0.286010728368634	0.355	0.246	2.26563061108485e-38	M2 Macrophages	GLUD1
GNAQ	1.63229189311784e-42	0.276727097315162	0.409	0.292	3.47596558639444e-38	M2 Macrophages	GNAQ
FKBP4	2.01497540500744e-42	0.368351641596644	0.539	0.439	4.29089012496334e-38	M2 Macrophages	FKBP4
