	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
VPS13D	1.89726747510544e-08	0.0290932425262375	0.111	0.081	0.000486117872471516
OSBPL11	8.33090758226928e-07	0.0290899695237215	0.175	0.142	0.0213454514072904
ATF7IP	5.2448581477857e-07	0.0290754839552924	0.171	0.137	0.0134383755462565
TMEM230	7.65017020882251e-07	0.029061862719068	0.22	0.182	0.019601266109045
PPTC7	4.04551381843869e-06	0.0290465887360597	0.364	0.315	0.103654155056036
ZNF655	1.90730381185311e-07	0.0290426418803483	0.153	0.12	0.00488689382673003
CRLF2	3.64468897913674e-12	0.0290335791762255	0.062	0.036	9.33842210234415e-08
PPFIBP1	1.88406451003163e-11	0.0290188448184009	0.082	0.052	4.82735008760304e-07
TNFRSF1A	3.11385747296816e-06	0.0290183242912548	0.317	0.271	0.0797832561723901
GPR108	1.07878374245225e-08	0.0290111714145835	0.126	0.093	0.000276405970491116
STK40	1.69451138613926e-06	0.0290104926420885	0.229	0.191	0.0434167707356601
HIP1	4.56940432727145e-07	0.0289936568328872	0.127	0.099	0.0117077277673349
CTCF	6.56020000453317e-08	0.0289926551294725	0.134	0.103	0.00168085444516149
DHX40	1.2142203702813e-09	0.02899023939945	0.102	0.071	3.11107543273474e-05
DYNC1LI2	2.69614228102975e-07	0.0289872928002987	0.217	0.177	0.00690805575245442
BIN2	8.97069810714073e-10	0.0289653200306035	0.089	0.06	2.2984722690116e-05
LARS	1.9344688938701e-07	0.0289565014570598	0.159	0.125	0.00495649619987397
GAB2	1.28262192085191e-08	0.0289423955516417	0.116	0.085	0.000328633388560676
TPGS2	1.11198624833811e-07	0.0289358911230083	0.13	0.099	0.00284913116549191
DNAJC7	2.20610836931917e-06	0.028933638077346	0.344	0.294	0.0565249086386958
ATAD2B	1.5090444617837e-08	0.0289293543610515	0.109	0.079	0.000386647371998221
CBFA2T3	2.78501028142546e-07	0.0289287309236295	0.112	0.085	0.00713575334306832
DHX29	3.06231453988704e-07	0.0289209387840761	0.16	0.127	0.00784626231409857
VMA21	4.37224254189944e-06	0.0289046689187855	0.242	0.205	0.112025598408547
CDK2	1.93009202925841e-07	0.0288851849039283	0.125	0.096	0.0049452817973659
SPOP	1.17034930147343e-07	0.0288819230064602	0.145	0.113	0.00299866898023523
TMOD3	8.9192152022982e-06	0.0288778684150521	0.39	0.339	0.228528131913285
C19orf48	9.19967249488094e-06	0.0288723497436524	0.13	0.104	0.235714008663839
MSL3	5.18849508705098e-07	0.0288717601119277	0.186	0.151	0.013293962112042
RBM3	0.000852416605810508	0.0288709880877112	0.821	0.782	1
SEPTIN9	1.48382354189639e-06	0.0288499057219686	0.293	0.249	0.0380185267904694
LYSMD3	2.76994160906736e-08	0.0288262431836279	0.138	0.105	0.000709714439075239
MXI1	2.9891354383972e-09	0.0287908949250438	0.112	0.081	7.65876282026131e-05
CFP	5.07012381200204e-05	0.0287800844499753	0.152	0.127	1
THYN1	1.28279042620159e-11	0.0287787250956796	0.083	0.053	3.2867656300137e-07
RCSD1	1.12194139563623e-06	0.0287666274316778	0.109	0.084	0.0287463824389916
AL121944.1	1.62435787796763e-11	0.0287609023047547	0.067	0.041	4.16192975492865e-07
PEAK1	2.33947558001684e-07	0.0287567619018152	0.132	0.102	0.00599420433111914
KLHL5	9.37559988061941e-10	0.0287223378977118	0.1	0.07	2.40221620141231e-05
TMUB2	4.06124610335945e-09	0.028701225170017	0.114	0.082	0.000104057247660276
SNX29	4.33302969293788e-09	0.0286875529492142	0.134	0.099	0.000111020886792454
TRAPPC4	3.70200990711228e-07	0.0286818896610523	0.167	0.133	0.00948528978400307
UBR5	6.20077844278967e-07	0.0286685559291192	0.231	0.191	0.0158876345261157
ZPR1	1.05977408776627e-08	0.0286612949140498	0.113	0.083	0.000271535316767474
RUBCNL	5.96423129179581e-07	0.02866103988182	0.131	0.103	0.0152815534158392
PAIP1	3.82021951484368e-09	0.0286581831064223	0.115	0.083	9.78816644093249e-05
PMVK	5.04342131907586e-08	0.0286403356652176	0.129	0.098	0.00129222541037362
SECISBP2	9.43979057505006e-10	0.0286305293537901	0.102	0.071	2.41866314113933e-05
MAP3K14	3.46542872158319e-09	0.0286285239671945	0.085	0.059	8.87912147044045e-05
SNRPF	1.99582066472208e-05	0.0286213295685116	0.457	0.4	0.511369170715092
SNHG6	0.00172616484599291	0.0286184158061108	0.722	0.676	1
EIF3H	0.000537443620055869	0.0286147034752787	0.643	0.576	1
PPP2R2D	6.4366894933743e-08	0.0286117324763204	0.14	0.107	0.00164920858199236
CSDE1	6.83460155821259e-05	0.0286062515433033	0.55	0.484	1
HIF1A-AS3	2.25938531317555e-13	0.028598154218767	0.04	0.019	5.78899704941838e-09
ATG4B	2.4972731651343e-08	0.0285977209055602	0.115	0.085	0.000639851330370712
CREB3	5.15644007263293e-08	0.0285973262091414	0.154	0.119	0.00132118307541001
GSK3B	1.38131911043791e-08	0.0285969688190778	0.129	0.097	0.000353921582476401
GGCX	4.7704369903451e-09	0.0285959714109693	0.11	0.079	0.000122228136566622
CXCL5	0.00477027660218754	0.0285950426279056	0.074	0.061	1
INPP5D	1.33077658301923e-09	0.0285911225713753	0.099	0.069	3.40971576101188e-05
VDAC2	9.86140405549898e-05	0.0285873888805109	0.512	0.463	1
MAPKAP1	1.33227141913433e-08	0.028581556221392	0.128	0.096	0.000341354583010597
COPB2	1.86818652304275e-06	0.0285719121097668	0.204	0.169	0.0478666750934014
TRAPPC10	1.13850259442539e-09	0.0285579033750597	0.111	0.079	2.91707134743673e-05
LY75	2.58408473150916e-06	0.0285418213319481	0.092	0.069	0.0662094189907277
TSPYL1	4.55795173805614e-08	0.0285418139296646	0.188	0.148	0.00116783839432474
GPX3	1.62973656577999e-09	0.0285414087589131	0.103	0.072	4.1757110288415e-05
RAPGEF6	3.86295810721395e-08	0.0285387445997539	0.119	0.089	0.000989767126230357
AL136987.1	8.82224982903503e-24	0.0285348133940445	0.031	0.009	2.26043685119536e-19
PHKB	7.1799504681481e-08	0.0285298893476054	0.124	0.094	0.00183964690894891
BRD7	1.42616551854203e-06	0.0285138295274185	0.194	0.159	0.0365412129160839
ZDHHC18	2.93682037350031e-08	0.0285018842784442	0.115	0.086	0.000752472116098249
TMEM9B	2.27164193391219e-07	0.0284968728110505	0.162	0.128	0.00582040096306982
RBM22	1.64711562822823e-07	0.028480595314261	0.173	0.138	0.00422023966264636
ARID5A	1.530052462221e-07	0.0284789186172362	0.205	0.165	0.00392030041870265
JARID2	3.69941108871803e-05	0.0284743787673595	0.468	0.415	0.947863109151333
SMC1A	1.51113440902162e-06	0.0284706730136536	0.165	0.134	0.0387182858279519
STX6	6.38890510463609e-07	0.028466306415146	0.161	0.129	0.0163696526590986
USP38	3.57172015976037e-05	0.0284441038795798	0.165	0.138	0.915146139333802
UBAP1	6.30533219179777e-08	0.0284377029064465	0.166	0.13	0.00161555221418242
PSEN1	3.5078149533229e-08	0.0284369667806228	0.132	0.1	0.000898772347340393
PPP1R7	1.52848006366558e-07	0.0284317786653529	0.156	0.123	0.00391627161912396
LRPPRC	2.48577831993935e-08	0.0284139316465751	0.128	0.096	0.000636906121134861
NAB1	5.54525935307293e-07	0.0284132012394522	0.185	0.15	0.0142080635144435
WDR59	1.16079490518429e-11	0.0284057091674911	0.078	0.049	2.97418870606318e-07
NFKBIB	2.04087622425248e-09	0.0284042439974825	0.101	0.071	5.22913306177972e-05
PLIN3	4.01972786275036e-06	0.0283886394842477	0.287	0.245	0.10299346729939
ZNF622	2.98317564941361e-07	0.0283705790242421	0.14	0.11	0.00764349264892754
HINT2	1.04520585403978e-06	0.0283423250439662	0.13	0.102	0.0267802643922073
SLC15A4	1.65161099797484e-06	0.0283369100481481	0.162	0.131	0.0423175769901112
IL4R	3.36550151155773e-06	0.0283205422421056	0.175	0.144	0.0862308797291321
AL499604.1	1.00151135967062e-14	0.0283044835439513	0.049	0.024	2.56607240574805e-10
EIF3F	0.000880400558450205	0.0283020654694724	0.69	0.638	1
RNF19B	0.00201761366607956	0.0282861375702771	0.224	0.201	1
BCL9L	1.0566316774592e-07	0.0282814904908937	0.134	0.102	0.00270730168398597
ALOX5	5.75478751028993e-10	0.0282732349400688	0.077	0.051	1.47449165588648e-05
DCUN1D1	8.42373355215781e-06	0.0282637966755072	0.204	0.172	0.215832901073387
ODF2L	1.63121617235828e-12	0.0282575792342306	0.074	0.045	4.17950207681639e-08
ELF2	1.06713049882076e-06	0.0282547214860284	0.185	0.151	0.0273420176407854
CDKN1B	4.40199627418499e-06	0.0282403867967784	0.26	0.22	0.112787948537168
STUB1	1.75233671588025e-06	0.0282403180943779	0.224	0.186	0.0448983713342837
OSTC	2.69685753139247e-05	0.0282344162095465	0.372	0.328	0.690988836693378
HLA-DRA	7.3146757595526e-48	0.0282326780988695	0.906	0.923	1.87416622311257e-43
KIAA1191	1.11553152994586e-08	0.0282102440854642	0.122	0.09	0.000285821488602727
KDELR1	2.90314341541048e-06	0.0282078935007549	0.384	0.33	0.0743843405896473
ORC6	3.41307251161404e-09	0.0281953082073289	0.095	0.066	8.74497438925749e-05
TNPO1	4.05470710809592e-06	0.0281940568839645	0.194	0.161	0.103889705523634
EYA3	1.2014264482881e-07	0.0281829714332696	0.112	0.084	0.00307829484580377
PARM1	2.21507487523222e-12	0.0281811702727358	0.073	0.044	5.67546484531999e-08
IRX3	2.66128570293342e-10	0.0281685916689696	0.066	0.041	6.818746228056e-06
NSMCE3	3.21320659817872e-09	0.0281660252248472	0.109	0.078	8.23287794585351e-05
LINC01146	1.13124341713937e-16	0.0281601097598234	0.05	0.023	2.89847188339449e-12
ATP1B3	0.0059070940274291	0.0281500386495503	0.858	0.85	1
SNHG7	2.10099397840748e-06	0.0281387674271998	0.285	0.241	0.0538316677147564
PLEKHG2	4.49533613982858e-09	0.0281232877562563	0.109	0.079	0.000115179502574688
PLEKHM1	2.42140521891348e-07	0.0280865832739441	0.125	0.096	0.00620412445190012
MIIP	8.57855239839405e-13	0.0280783373833211	0.071	0.043	2.19799669551652e-08
THAP9-AS1	2.60850153430491e-06	0.0280670512368723	0.189	0.155	0.0668350263119604
KLHL24	1.67791958746156e-06	0.0280640520182754	0.196	0.161	0.04299165566994
ABI1	5.14148115774198e-05	0.0280637993994982	0.385	0.342	1
ST3GAL1	9.36265623082502e-06	0.0280610974272735	0.167	0.137	0.239889977946199
NDUFAF2	3.54784496673868e-07	0.0280583472874803	0.134	0.104	0.00909028837377786
DAPL1	0.0694887772103306	0.0280560170387465	0.172	0.163	1
NKTR	1.80948207496876e-06	0.0280548671696556	0.218	0.182	0.0463625497248496
ABCA1	0.146237812337473	0.0280483832788339	0.415	0.407	1
ADPGK	1.82435787630135e-07	0.0280467804267412	0.136	0.105	0.00467436975065931
SYNE3	2.82585552492111e-08	0.0280441844058006	0.113	0.083	0.000724040702595286
OGFR	6.59914200595545e-09	0.0280342458497533	0.143	0.108	0.00016908321647659
RNASE6	6.34690461373271e-05	0.028034189912173	0.251	0.219	1
MTDH	0.000318308747577566	0.0280325315255709	0.587	0.532	1
ANKRD50	1.71701533745838e-09	0.0280265114379992	0.098	0.069	4.39933669763585e-05
RABGAP1L	5.57259606934993e-09	0.0280009804505263	0.112	0.081	0.000142781056488884
ZNF366	4.58569318146228e-10	0.0279954321110002	0.069	0.044	1.17494630695426e-05
ANXA1	0.0459500373294438	0.0279897931749975	0.801	0.79	1
RAB4B	7.52998623317135e-09	0.0279736110162159	0.103	0.074	0.000192933307266316
GLRX5	7.97354550407027e-07	0.0279721370681153	0.177	0.143	0.0204298182905289
CNTLN	3.46116473195144e-10	0.0279721264951448	0.093	0.063	8.86819627620598e-06
SNRPC	1.59377396140748e-06	0.0279690489391574	0.208	0.172	0.0408356764391825
YWHAB	0.00305973443255058	0.0279512972058926	0.747	0.69	1
UBA6	1.52180582121209e-06	0.0279115986288645	0.22	0.182	0.0389917087510961
TGIF1	6.76555468541845e-06	0.027910741878566	0.312	0.269	0.173347042149792
SMARCC2	2.81435683295073e-07	0.0279089567617367	0.139	0.108	0.00721094507738637
COP1	2.81948290512867e-08	0.0279075955204706	0.118	0.088	0.000722407909952069
COMMD1	1.18137973077246e-07	0.0279063430864705	0.17	0.135	0.00302693114618521
AEBP2	8.82528558179307e-08	0.0278931800376056	0.143	0.111	0.00226121467176702
TRPC4AP	1.14060029638928e-08	0.0278889289457247	0.121	0.089	0.00029224460794086
EMC6	1.72825841645132e-06	0.0278887136283641	0.198	0.164	0.0442814371463157
CLNS1A	3.79167601106341e-06	0.0278845977563181	0.215	0.18	0.0971503227554667
ING3	5.53942172976606e-12	0.0278562966522933	0.073	0.044	1.41931063560066e-07
CCNY	7.96441533408559e-07	0.0278505527868986	0.159	0.127	0.0204064249689941
TMEM179B	8.10663700431034e-08	0.0278329540068914	0.143	0.11	0.0020770825332444
LNPEP	2.82646390082202e-07	0.0278112522378123	0.16	0.127	0.00724196580668618
GAS2L3	2.48618075271077e-10	0.027804031949789	0.082	0.054	6.37009232459553e-06
SLC1A3	2.02595233803918e-06	0.0277690738042671	0.104	0.08	0.0519089508052397
STARD7	3.46999248245429e-06	0.0277578211416214	0.265	0.225	0.0889081473854438
GADD45B	0.0278167627473465	0.0277576162456908	0.478	0.457	1
CHCHD10	1.65607001764761e-06	0.0277266233990281	0.407	0.346	0.042431825992167
P2RY14	2.84179956146544e-10	0.027723760952317	0.077	0.05	7.28125883638676e-06
TNS3	8.70807991117589e-05	0.0277075439724722	0.097	0.078	1
RPS24	1.54801786536133e-17	0.0276955542706452	0.999	0.999	3.96633137462881e-13
ANKDD1A	2.76581738685503e-13	0.0276879539549054	0.065	0.037	7.08657730859995e-09
RALB	2.17298693603534e-07	0.0276826972204574	0.146	0.114	0.00556762712750976
NORAD	2.44380780805418e-05	0.0276750427588107	0.363	0.316	0.626152436579642
MTR	1.57898339007863e-12	0.0276688081324152	0.066	0.039	4.04567124205946e-08
RREB1	3.9840223594558e-06	0.0276652388432068	0.222	0.186	0.102078620893977
KIF16B	1.61480720367774e-08	0.0276557141665847	0.104	0.075	0.000413745901726311
KCNN4	1.38976929356925e-05	0.0276499619341704	0.151	0.124	0.356086688398314
GTF3A	1.24753334086061e-05	0.0276490523551925	0.275	0.237	0.319642992595306
SP100	3.8286615810988e-06	0.0276489293403096	0.219	0.184	0.0980979670309136
FUOM	5.41674144943538e-07	0.0276482912287097	0.163	0.13	0.0138787749417433
CUEDC2	5.16323214017792e-09	0.0276399010340294	0.123	0.09	0.000132292333895639
SMU1	2.33838904515072e-07	0.0276383188247126	0.163	0.129	0.00599142041148518
ISCU	1.78761116911557e-06	0.0276382458863619	0.299	0.253	0.045802173375079
LONRF3	7.0839262221885e-11	0.0276325494889137	0.06	0.036	1.81504357664914e-06
UPF3B	2.64187709928077e-07	0.0275975481707943	0.143	0.111	0.00676901750377719
EXPH5	1.07496235304188e-10	0.0275965370276581	0.064	0.039	2.75426854096391e-06
SCCPDH	8.05210610573942e-10	0.0275937213251791	0.071	0.046	2.06311062641255e-05
POLR1D	2.2735673164512e-05	0.0275790991251685	0.484	0.424	0.582533417821125
NOTCH2	3.78379474929565e-05	0.027576542947483	0.264	0.228	0.969483890664531
CNTRL	1.62005806201493e-10	0.0275691850092406	0.076	0.049	4.15091276649465e-06
RAB6A	2.95865660402352e-06	0.027559403237312	0.21	0.175	0.0758066995082907
DPF2	8.56341030212322e-08	0.027556942961758	0.124	0.094	0.00219411698761001
ZNF654	5.53089143420194e-07	0.0275436700047262	0.134	0.105	0.0141712500327122
ANKH	2.9142309622674e-08	0.0275418410007856	0.124	0.093	0.000746684257152152
DLG1	1.74734214698054e-08	0.0275410900407175	0.104	0.076	0.000447704004899354
CCNG1	3.74805480908858e-07	0.0275379173020708	0.14	0.11	0.00960326603184675
STK32C	8.37792317623673e-11	0.0275013307500387	0.083	0.054	2.14659147621538e-06
CA2	8.3381169400809e-05	0.0274901924189114	0.231	0.2	1
AUP1	5.15558434890701e-07	0.0274865724255111	0.199	0.162	0.0132096382187696
TMEM167B	7.26229116371266e-08	0.0274823879833234	0.137	0.105	0.00186074424196646
SNRPD3	3.83846287169698e-06	0.027480475781889	0.212	0.177	0.0983490956986201
RAPH1	4.43504130809658e-07	0.0274790172000539	0.143	0.112	0.0113634628396051
VCP	1.83399180408422e-05	0.0274776122401502	0.399	0.348	0.469905380042458
DDHD1	3.0301099539274e-07	0.0274744971113595	0.129	0.1	0.00776374772395277
TSEN34	1.24685395179963e-06	0.0274702425376968	0.204	0.167	0.0319468919530101
ANAPC15	3.6281148235228e-08	0.0274695739627475	0.125	0.094	0.000929595580083012
TCF20	3.32474157050983e-10	0.0274689483657456	0.08	0.053	8.51865285196028e-06
TATDN1	8.1717822024813e-08	0.0274679015973913	0.113	0.084	0.00209377403591976
HAT1	5.99683381199011e-07	0.0274650871971579	0.15	0.119	0.0153650875930811
MAP4K3	4.13586602329916e-09	0.0274506920967736	0.094	0.066	0.000105969159248971
BRD4	4.16571829273234e-05	0.0274499437497441	0.416	0.366	1
PLCXD1	5.06474899345628e-08	0.0274379492727587	0.092	0.066	0.00129768998710337
TLR1	3.86832796518943e-10	0.0274249351804323	0.078	0.051	9.91142991240835e-06
SLC39A10	7.01493977982803e-09	0.0274219225992269	0.112	0.081	0.000179736787038754
ATG5	1.31636799393954e-08	0.0274087938768921	0.106	0.077	0.000337279807407189
MYOF	1.8961839277792e-07	0.027397587643575	0.13	0.1	0.00485840245975587
TRIM69	1.90519286730509e-07	0.0273917167312789	0.134	0.103	0.0048814851646091
GM2A	5.7446728759916e-05	0.0273882649902722	0.32	0.281	1
R3HDM4	9.5597500534657e-08	0.0273815109636752	0.132	0.101	0.00244939915869898
KPNB1	5.0698274558378e-05	0.0273790229773353	0.427	0.377	1
ZNF292	3.26285446935965e-06	0.0273775070639522	0.196	0.162	0.083600857213933
YY1AP1	6.87848682375183e-08	0.0273690664485993	0.154	0.119	0.00176240589398169
ADSL	6.710464537876e-09	0.0273685698424221	0.107	0.077	0.000171935522389459
EMC8	1.64628035607682e-07	0.0273600097026882	0.122	0.093	0.00421809952834004
EBI3	3.40140450163029e-09	0.0273542086678041	0.062	0.04	8.71507861407712e-05
UAP1	2.01087675745184e-06	0.0273511907286945	0.123	0.096	0.0515226842794311
PCNT	1.79523869521057e-12	0.0273497461404834	0.062	0.036	4.59976058486853e-08
PRKAR2A	4.76848933491124e-07	0.0273451979325622	0.176	0.141	0.0122178233739096
CENPU	2.82540746185955e-05	0.0273345557835947	0.102	0.081	0.723925899877655
UPP1	1.56534394160527e-05	0.0272989440382501	0.359	0.312	0.401072424718102
ABI3	2.52387792065742e-07	0.0272968182587495	0.104	0.078	0.00646668000830844
SBNO2	1.78557205478031e-07	0.0272934626265358	0.142	0.11	0.00457499271875811
ISG20	0.00044404144231122	0.0272889430819676	0.338	0.304	1
AFF3	2.30322941091034e-16	0.0272773958538495	0.047	0.022	5.90133439663448e-12
DPP9	5.04830284107193e-08	0.0272760243478558	0.108	0.08	0.00129347615393945
IPO5	9.7115406476793e-07	0.0272700589283934	0.16	0.129	0.0248829094474839
SLC35B1	1.01229866642249e-07	0.0272644638073578	0.13	0.099	0.00259371164310771
RTCB	1.93658393523843e-06	0.0272565407096622	0.182	0.149	0.0496191535886791
GSTM4	4.28876135350699e-09	0.0272412772545035	0.098	0.069	0.000109886643399556
HSPA13	1.51878748975139e-06	0.0272397629938012	0.192	0.156	0.0389143730624101
ZNF431	2.34565965409864e-09	0.0272298752430161	0.104	0.073	6.01004916573153e-05
AZIN1-AS1	1.60787757662582e-08	0.0272074190409114	0.06	0.039	0.000411970392683069
SNRNP25	1.68837021968385e-06	0.0272061238544942	0.162	0.131	0.0432594217687396
EIF3I	4.0950655973666e-06	0.0272048470727349	0.373	0.321	0.104923770735727
DEGS1	0.00930494390223193	0.0271989650671521	0.347	0.326	1
ALG13	1.20360436751013e-05	0.0271970476649786	0.137	0.111	0.308387511043445
LINC01678	2.28959903792765e-16	0.0271942834650249	0.05	0.023	5.86641065497824e-12
CENPX	0.00446671336030366	0.0271941213612635	0.193	0.174	1
HS6ST1	6.10821852175487e-10	0.0271848922732729	0.078	0.051	1.56504774964403e-05
XRN2	3.20553722639706e-06	0.0271783950182179	0.304	0.259	0.0821322748147456
IP6K1	6.02417075476678e-09	0.0271618695816914	0.103	0.073	0.000154351303078634
ZRANB2	5.31716854022444e-07	0.0271326378337406	0.174	0.14	0.0136236492337631
COA1	6.52804341332629e-09	0.0271235469465665	0.104	0.074	0.000167261528336246
LSM14A	2.4348601809683e-05	0.0271111882485008	0.231	0.198	0.623859875567699
SMARCE1	5.67212215545184e-06	0.0271022858692403	0.222	0.186	0.145331113866987
USP48	4.04680236344152e-08	0.0270875873461089	0.132	0.099	0.00103687170156099
RSBN1L	1.60193773449183e-05	0.0270685429700508	0.237	0.203	0.410448486331496
ANAPC16	1.65329757403598e-06	0.0270661058430762	0.242	0.201	0.04236079044195
TRNAU1AP	8.39589408866703e-08	0.0270596740316649	0.112	0.083	0.00215119598339827
ARL14EP	1.07921480726844e-09	0.0270528234004024	0.095	0.066	2.76516417918319e-05
WDR48	1.88106737956953e-08	0.0270414657807931	0.099	0.071	0.000481967083993304
RTRAF	0.000114411716875846	0.0270345920474738	0.443	0.394	1
PRPF18	2.79093626657935e-11	0.0270133976620155	0.071	0.044	7.15093690222962e-07
NUP50	1.61181792888169e-07	0.026989851105576	0.143	0.111	0.00412979989738067
UTP3	1.15893492359864e-07	0.026984861212743	0.14	0.108	0.00296942306124444
C11orf1	6.80003575292032e-10	0.0269830381949609	0.083	0.056	1.74230516061324e-05
GLO1	5.27733577752417e-06	0.0269754521273029	0.205	0.171	0.135215897291724
ACAT2	4.48962095981564e-07	0.0269741764575053	0.163	0.13	0.0115033068232396
POLD4	9.62466309569476e-06	0.0269692299961203	0.239	0.202	0.246603117837891
MMD	1.02071058004474e-07	0.0269593046504795	0.112	0.084	0.00261526464819062
TMEM18	4.84791070897208e-08	0.0269553701534989	0.12	0.09	0.00124213168185283
CCDC93	2.18597824836982e-07	0.0269537667959947	0.114	0.086	0.00560091346797315
LONRF1	1.22791587498554e-09	0.0269324713715239	0.094	0.065	3.14616605488796e-05
HIST1H4E	1.52040225833326e-13	0.0269252836318828	0.052	0.027	3.89557466630147e-09
MAPK6	6.7360052081482e-06	0.0269204727332319	0.26	0.221	0.172589925443173
KIAA0232	4.88700475384398e-08	0.026918127193742	0.119	0.089	0.00125214835802991
ELL	2.20382156047154e-07	0.0269093451660713	0.108	0.08	0.00564663160224018
ZEB2-AS1	1.48472814580642e-16	0.0269081336707971	0.052	0.025	3.80417045518522e-12
C22orf39	4.40090433869538e-09	0.0269070293896439	0.086	0.059	0.000112759970966053
SNRPD1	1.23117208903436e-05	0.0268891839794779	0.304	0.261	0.315450912652385
ZNFX1	1.37826970745708e-05	0.0268836939006575	0.231	0.196	0.353140264444653
EGLN1	5.03597440797269e-06	0.0268808754254906	0.167	0.137	0.129031736281076
PLGRKT	5.39925004901617e-08	0.0268639126113851	0.131	0.1	0.00138339584755892
SNRNP48	4.33711682881164e-09	0.026854372941619	0.09	0.062	0.000111125607387812
MTMR4	1.83893708038018e-08	0.0268520546606413	0.104	0.075	0.000471172458735009
AZIN1	0.000105327832439645	0.0268511129302476	0.321	0.284	1
MRPL40	1.98832004533993e-06	0.0268133354220559	0.14	0.112	0.0509447362016996
UBA2	1.77377760049304e-06	0.0268100035766944	0.165	0.134	0.0454477296798327
ATP2A2	0.000796162705300978	0.026807471803021	0.425	0.385	1
ZCCHC17	1.86357526479894e-07	0.0268030523047747	0.125	0.095	0.00477485254346785
LARP4	2.95327139000796e-06	0.0267988548749946	0.174	0.142	0.075668719554784
MTF2	8.47085463485966e-07	0.0267851644214114	0.141	0.111	0.0217040237454374
ORAI1	2.91708187679826e-05	0.0267783479420793	0.249	0.215	0.74741471847325
CHP1	3.05016953949025e-06	0.0267677450200057	0.225	0.188	0.0781514439408191
CLK3	1.9589051461971e-07	0.026753161145074	0.114	0.086	0.00501910676558622
MLF2	6.8823286845837e-06	0.0267457579388974	0.229	0.194	0.176339025556404
ZKSCAN1	1.85411926796518e-07	0.0267280408107967	0.123	0.094	0.00475062438838039
LINC00342	3.61188161525117e-15	0.0266968870012356	0.051	0.025	9.25436307459654e-11
GTF2I	2.45455941547751e-05	0.0266962844658377	0.28	0.242	0.628907213433647
NME3	2.30310891409324e-06	0.0266916317781647	0.2	0.165	0.059010256596897
KHDRBS1	4.14630239634285e-05	0.0266910214956569	0.45	0.397	1
HDAC9	1.05740188516159e-08	0.0266882939882513	0.099	0.07	0.000270927511016103
UBN1	5.20030805774897e-06	0.0266792531619227	0.166	0.136	0.133242293055644
GLRX2	3.62834936814689e-08	0.0266724489821719	0.118	0.088	0.000929655675106595
KANSL1	1.07686506937534e-05	0.026670568034726	0.222	0.188	0.275914368075351
HTT	3.65171216899275e-08	0.0266643850160402	0.117	0.087	0.000935641691939323
CDC40	7.08387907537778e-07	0.0266603188595078	0.159	0.127	0.0181503149669329
BRWD3	1.78430028739825e-06	0.0266564838386771	0.118	0.092	0.045717341963718
ANTKMT	1.24590194347637e-09	0.0266442897809533	0.092	0.063	3.19224995957515e-05
FMN1	1.18861261401901e-11	0.0266428446478753	0.054	0.03	3.0454632396395e-07
ZDHHC5	2.7216940771155e-08	0.026632463759126	0.103	0.075	0.000697352456438534
SLC25A36	1.26077120069148e-06	0.0266111624153835	0.163	0.131	0.0323034797041172
QPRT	1.42018911414161e-11	0.0266056473961011	0.06	0.035	3.63880854825362e-07
SLC25A28	3.00654648328094e-08	0.0265868557519973	0.122	0.091	0.000770337339946244
ADAM9	1.62630573807624e-06	0.026584925213128	0.22	0.182	0.0416692056209893
PDCD6	2.366049708472e-06	0.0265742199512922	0.217	0.181	0.0606229256304697
GRIPAP1	4.19103927023373e-08	0.0265730988110486	0.101	0.073	0.00107382808181929
SDF2	9.7537982907752e-07	0.0265649504935602	0.163	0.131	0.0249911819806242
RMND5A	1.4674239317131e-05	0.026546713729632	0.161	0.133	0.375983359783531
PIK3CA	1.30365458263869e-06	0.0265251276410351	0.134	0.106	0.0334022377163685
NGRN	5.92346567457082e-06	0.0264843991753096	0.166	0.137	0.151771037513854
SDHB	4.39740976642828e-06	0.0264798593315183	0.206	0.172	0.112670433035425
GFER	2.99921664289162e-10	0.0264783655793499	0.079	0.051	7.68459288241691e-06
ARL3	2.85596656633292e-07	0.026471734352164	0.109	0.082	0.0073175575362582
TNFSF13B	0.000921095453870493	0.0264548527387327	0.329	0.298	1
PSMA3-AS1	1.409604311284e-06	0.0264149854007543	0.156	0.125	0.0361168816637187
PRRC2A	9.73093082022941e-08	0.0264060340002124	0.145	0.112	0.00249325909475918
KDM2B	1.19095523450808e-05	0.0263802094804939	0.144	0.117	0.30514655018566
CLTC	0.000255887925533308	0.0263662022215962	0.471	0.422	1
CCDC91	1.15896497335082e-07	0.0263623445370232	0.117	0.088	0.00296950005471947
ATP13A3	0.0626483304966295	0.026362050584675	0.537	0.525	1
RAB11A	1.40534942833278e-05	0.0263617644979022	0.388	0.337	0.360078630527424
SLC44A1	2.8460607403214e-05	0.0263529363240821	0.211	0.179	0.729217682885148
WNT4	3.90917908186453e-05	0.0263522467750722	0.078	0.059	1
LRRC59	1.08679205929575e-05	0.0263520964825486	0.237	0.201	0.278457861432756
ZNF91	2.59271626751528e-08	0.0263502748184936	0.093	0.067	0.000664305762062764
MSR1	0.000428502219301061	0.026326798895326	0.121	0.101	1
CNPY2	7.59918321475977e-07	0.0263261760652828	0.204	0.167	0.0194706272328575
TK2	3.71485770679705e-17	0.0263007172120804	0.047	0.021	9.51820841635541e-13
